SongID,TrackName,Artists,Genre,FilePath
409,Fake ID (Coke & Rum Remix),Riton/Kah-Lo/GEE LEE,House,..\data\audio_files\processed\409.mp3
410,2Gether (Eden Prince Remix),Roger Sanchez/Eden Prince,Disco House,..\data\audio_files\processed\410.mp3
411,Again - Edit,Roger Sanchez,Disco House,..\data\audio_files\processed\411.mp3
412,Beam,Rome in Silver,Future Bass,..\data\audio_files\processed\412.mp3
413,Fool,Rome in Silver,Future Bass,..\data\audio_files\processed\413.mp3
414,You Don't Know (what it's like),Rome in Silver,Future Bass,..\data\audio_files\processed\414.mp3
415,Friends,Rome in Silver/chae,Future Bass,..\data\audio_files\processed\415.mp3
416,what we had was real,Rommii,Stutter House,..\data\audio_files\processed\416.mp3
417,The Sea,Romy,,..\data\audio_files\processed\417.mp3
418,Echo,RSCL/Repiet/Julia Kleijn,Stutter House,..\data\audio_files\processed\418.mp3
419,Scared of Love (feat. RAY BLK & Stefflon Don) - Preditah Remix,Rudimental/RAY BLK/Stefflon Don/Preditah,Pop Dance,..\data\audio_files\processed\419.mp3
420,Gas Pedal - Kyle Watson Remix,Sage The Gemini/Kyle Watson/Iamsu!,Hyphy,..\data\audio_files\processed\420.mp3
421,Howl,Saint Punk,Dark Clubbing,..\data\audio_files\processed\421.mp3
422,MAD,Saint Punk,Dark Clubbing,..\data\audio_files\processed\422.mp3
423,Menace,Saint Punk,Dark Clubbing,..\data\audio_files\processed\423.mp3
424,911,Saint Punk/J,Dark Clubbing,..\data\audio_files\processed\424.mp3
425,Peach,salute/Sammy Virji,Ukg Revival,..\data\audio_files\processed\425.mp3
426,Freak,San Pacho/No Thanks,Tech House,..\data\audio_files\processed\426.mp3
427,In Your Mind,San Pacho/Notelle,Tech House,..\data\audio_files\processed\427.mp3
428,Some People Say - Radio Edit,Semedo/Curtis Gabriel,Deep Groove House,..\data\audio_files\processed\428.mp3
429,Hijos De La Noche,Shermanology,Dutch House,..\data\audio_files\processed\429.mp3
430,Sometimes,Shermanology,Dutch House,..\data\audio_files\processed\430.mp3
431,Motown Philly,Shermanology/Boyz II Men,Dutch House,..\data\audio_files\processed\431.mp3
432,Are You Feeling This?,Shiba San,Bass House,..\data\audio_files\processed\432.mp3
433,My House,Shiba San/Rave Rae,Bass House,..\data\audio_files\processed\433.mp3
434,It's My House (with Dillon Francis),Ship Wrek/Dillon Francis,Stutter House,..\data\audio_files\processed\434.mp3
435,Need It,Ship Wrek,Stutter House,..\data\audio_files\processed\435.mp3
436,Silent,Ship Wrek,Stutter House,..\data\audio_files\processed\436.mp3
437,The Function,Ship Wrek,Stutter House,..\data\audio_files\processed\437.mp3
438,Misbehave,Ship Wrek/Disco Lines,Stutter House,..\data\audio_files\processed\438.mp3
439,Feel The Need,SIDEPIECE,Edm,..\data\audio_files\processed\439.mp3
440,What You Need,SIDEPIECE,Edm,..\data\audio_files\processed\440.mp3
441,Nobody To Love,Sigma,Dancefloor Dnb,..\data\audio_files\processed\441.mp3
442,Can't Play Myself (A Tribute To Amy),Skepta/Amy Winehouse,Birmingham Grime,..\data\audio_files\processed\442.mp3
443,Time,Skepta/Jammer/Deki Alem/A$AP NAST,Birmingham Grime,..\data\audio_files\processed\443.mp3
444,Smoke In Your Eyes,Skepta/Ossie/Harry Stone,Birmingham Grime,..\data\audio_files\processed\444.mp3
445,Fine Day Anthem,Skrillex/Boys Noize/Opus III,Brostep,..\data\audio_files\processed\445.mp3
446,Rumble,Skrillex/Fred again../Flowdan,Brostep,..\data\audio_files\processed\446.mp3
447,Bringing Me Home - OMNOM Remix,Snakehips/OMNOM/LAUREL,Electropop,..\data\audio_files\processed\447.mp3
448,Don't Leave - Throttle Remix,Snakehips/MØ/Throttle,Electropop,..\data\audio_files\processed\448.mp3
449,Jacaré,Sofi Tukker,Edm,..\data\audio_files\processed\449.mp3
450,Rhythm (Of The Night),Something Good/Yotto,Progressive Trance House,..\data\audio_files\processed\450.mp3
451,Levitate,Sonny Fodera/Marten Hørger,House,..\data\audio_files\processed\451.mp3
452,Asking,Sonny Fodera/MK/Clementine Douglas,House,..\data\audio_files\processed\452.mp3
453,Big Ting Vibe,SQWAD,Bass House,..\data\audio_files\processed\453.mp3
454,Everybody,SQWAD,Bass House,..\data\audio_files\processed\454.mp3
455,Move,SQWAD/Badjokes/Habstrakt,Bass House,..\data\audio_files\processed\455.mp3
456,Valodja (Kryder Remix),Steve Angello/AN21/Kryder,Dutch House,..\data\audio_files\processed\456.mp3
457,Bloom,sumthin sumthin,Future Bass,..\data\audio_files\processed\457.mp3
458,Cut That,sumthin sumthin,Future Bass,..\data\audio_files\processed\458.mp3
459,Ghost,sumthin sumthin,Future Bass,..\data\audio_files\processed\459.mp3
460,Gryme,sumthin sumthin,Future Bass,..\data\audio_files\processed\460.mp3
461,Vivid,sumthin sumthin,Future Bass,..\data\audio_files\processed\461.mp3
462,Salt,sumthin sumthin/CloZee,Future Bass,..\data\audio_files\processed\462.mp3
463,Damage,sumthin sumthin/Saka,Future Bass,..\data\audio_files\processed\463.mp3
464,Dance No More (with Kaleena Zanders),Sunday Scaries/Kaleena Zanders,,..\data\audio_files\processed\464.mp3
465,Feel Like Makin' Love (feat. Roberta Flack),Supershy/Roberta Flack,,..\data\audio_files\processed\465.mp3
466,Through Glass,Taiki Nulight,Bass House,..\data\audio_files\processed\466.mp3
467,Soundwave,Taiki Nulight/Dread MC,Bass House,..\data\audio_files\processed\467.mp3
468,Dr Sbaitso,Taiki Nulight/LO'99,Bass House,..\data\audio_files\processed\468.mp3
469,Cruel Summer - LP Giobbi Remix,Taylor Swift/LP Giobbi,Pop,..\data\audio_files\processed\469.mp3
470,Adieu (Chace Remix),Tchami/Chace,Deep Groove House,..\data\audio_files\processed\470.mp3
471,Don't Let Me Down (feat. Kaelyn Behr),Tchami/Kaelyn Behr,Deep Groove House,..\data\audio_files\processed\471.mp3
472,Godspell (feat. Taiki Nulight),Tchami/Taiki Nulight,Deep Groove House,..\data\audio_files\processed\472.mp3
473,Omega (feat. Ibranovski),Tchami/Ibranovski,Deep Groove House,..\data\audio_files\processed\473.mp3
474,Rainforest,Tchami,Deep Groove House,..\data\audio_files\processed\474.mp3
475,Shades (feat. Donnie Sloan & Ricky Ducati),Tchami/Donnie Sloan/Ricky Ducati,Deep Groove House,..\data\audio_files\processed\475.mp3
476,SIAW,Tchami,Deep Groove House,..\data\audio_files\processed\476.mp3
477,World To Me (feat. Luke James),Tchami/Luke James,Deep Groove House,..\data\audio_files\processed\477.mp3
478,Zeal,Tchami,Deep Groove House,..\data\audio_files\processed\478.mp3
479,My Place (feat. Reece),Tchami/BROHUG/Reece,Deep Groove House,..\data\audio_files\processed\479.mp3
480,Prophecy (Kyle Watson Remix),Tchami/Malaa/Kyle Watson,Deep Groove House,..\data\audio_files\processed\480.mp3
481,Prophecy,Tchami/Malaa,Deep Groove House,..\data\audio_files\processed\481.mp3
482,Summer 99,Tchami/Malaa,Deep Groove House,..\data\audio_files\processed\482.mp3
483,Aisha,TECH IT DEEP,,..\data\audio_files\processed\483.mp3
484,Maria Maria,TECH IT DEEP,,..\data\audio_files\processed\484.mp3
485,Mercy (feat. Jacob Lusk),The Blessed Madonna/Jacob Lusk/Gabriels,Edm,..\data\audio_files\processed\485.mp3
486,Carry Me Higher - 7 Inch Version,The Blessed Madonna/Joy Anonymous/Danielle Ponder,Edm,..\data\audio_files\processed\486.mp3
487,Denim,The Floozies/Gibbz/MZG,Glitch Hop,..\data\audio_files\processed\487.mp3
488,Warn Ya - Cazztek Remix,The Funk Hunters/Defunk/Cazztek/Akylla,Canadian Electronic,..\data\audio_files\processed\488.mp3
489,Love On You (feat. Griff Clawson),The Magician/A-Trak/Griff Clawson,Belgian Edm,..\data\audio_files\processed\489.mp3
490,Sinister - Axwell Mi Amor Remode,Thomas Newson/Corey James/Axwell,Dutch House,..\data\audio_files\processed\490.mp3
491,All In,Throttle,,..\data\audio_files\processed\491.mp3
492,I Can't Take No More,Tita Lau,,..\data\audio_files\processed\492.mp3
493,One Of A Kind,Tita Lau,,..\data\audio_files\processed\493.mp3
494,Perfect Love - Biscits Remix,Todd Edwards/Biscits,Garage House,..\data\audio_files\processed\494.mp3
495,Ando High,Tom & Collins/AMÉMÉ,Mexican Edm,..\data\audio_files\processed\495.mp3
496,Pa Lante,Tom & Collins/Mr. Pig/Minow/Gabsy,Mexican Edm,..\data\audio_files\processed\496.mp3
497,Serena - Sllash & Doppe Remix,Tom & Collins/Thomas Newson/PAVE/Sllash & Doppe,Mexican Edm,..\data\audio_files\processed\497.mp3
498,Shake That,Tom Budin,Deep Groove House,..\data\audio_files\processed\498.mp3
499,Supersonic,Tom Budin/Dave Winnel,Deep Groove House,..\data\audio_files\processed\499.mp3
500,Pégate,Tom Enzy,Slap House,..\data\audio_files\processed\500.mp3
501,Rainfall (Praise You),Tom Santa,Stutter House,..\data\audio_files\processed\501.mp3
502,Boiling Room,Tony Romera,Bass House,..\data\audio_files\processed\502.mp3
503,Candy - Karma Fields Dub,Torren Foot/Karma Fields,Australian House,..\data\audio_files\processed\503.mp3
504,Candy,Torren Foot,Australian House,..\data\audio_files\processed\504.mp3
505,Enjoy It Now,Tortured Soul,Deep House,..\data\audio_files\processed\505.mp3
506,Special Lady,Tortured Soul,Deep House,..\data\audio_files\processed\506.mp3
507,Back To The Wall,TroyBoi,Bass Trap,..\data\audio_files\processed\507.mp3
508,Grimey,TroyBoi,Bass Trap,..\data\audio_files\processed\508.mp3
509,Sensei,TroyBoi,Bass Trap,..\data\audio_files\processed\509.mp3
510,All Night,Truth x Lies,Tech House,..\data\audio_files\processed\510.mp3
511,What I'm Sayin,Truth x Lies,Tech House,..\data\audio_files\processed\511.mp3
512,Bleacher Creature,TVBOO/um..,Experimental Bass,..\data\audio_files\processed\512.mp3
513,Don't Copy Us,um..,Experimental Bass,..\data\audio_files\processed\513.mp3
514,Pó De Anjo,VINNE,Brazilian Edm,..\data\audio_files\processed\514.mp3
515,"Tudo Bem, Tudo Bom - Radio Edit",Vintage Culture,Brazilian Edm,..\data\audio_files\processed\515.mp3
516,Come Come,Vintage Culture/Tube & Berger/Kyle Pearce,Brazilian Edm,..\data\audio_files\processed\516.mp3
517,Ghost Voices,Virtual Self,Electro House,..\data\audio_files\processed\517.mp3
518,Key,Virtual Self,Electro House,..\data\audio_files\processed\518.mp3
519,Freddie's Warmup,Vlado,,..\data\audio_files\processed\519.mp3
520,Funk Soul Brother - GENESI Edit,VLTRA (IT)/GENESI,Tech House,..\data\audio_files\processed\520.mp3
521,One Pill,VNSSA,Bass House,..\data\audio_files\processed\521.mp3
522,Bump,VOLAC,Bass House,..\data\audio_files\processed\522.mp3
523,In The Air,VOLAC,Bass House,..\data\audio_files\processed\523.mp3
524,Russian Style,VOLAC,Bass House,..\data\audio_files\processed\524.mp3
525,Work It,VOLAC,Bass House,..\data\audio_files\processed\525.mp3
526,Like Dis - Radio Edit,VOLAC/Gustavo Mota,Bass House,..\data\audio_files\processed\526.mp3
527,Do My Thing,Wade,Tech House,..\data\audio_files\processed\527.mp3
528,Give Me A Sign,Wahlstedt/TOOMANYLEFTHANDS,Pop Edm,..\data\audio_files\processed\528.mp3
529,Cheap Thrills,Walker & Royce/Barney Bones,Bass House,..\data\audio_files\processed\529.mp3
530,Stop Time,Walker & Royce/Glass Petals/Elohim,Bass House,..\data\audio_files\processed\530.mp3
531,Let's Live It Up,Walker & Royce/Harm Franklin,Bass House,..\data\audio_files\processed\531.mp3
532,Low Rider - Kyle Watson Remix,War/Kyle Watson,Classic Soul,..\data\audio_files\processed\532.mp3
533,Keep Raving,Wax Motif,Bass House,..\data\audio_files\processed\533.mp3
534,Lo Que Soy,Wax Motif/Kura,Bass House,..\data\audio_files\processed\534.mp3
535,Lose Control,Wax Motif/Matroda,Bass House,..\data\audio_files\processed\535.mp3
536,La Samba,Wax Motif/Riordan,Bass House,..\data\audio_files\processed\536.mp3
537,Red Runner,WAYNE SNOW,Indie Jazz,..\data\audio_files\processed\537.mp3
538,Feel My Needs - Purple Disco Machine Remix,WEISS/Purple Disco Machine,House,..\data\audio_files\processed\538.mp3
539,You're Sunshine,WEISS,House,..\data\audio_files\processed\539.mp3
540,Dive In (feat. Notelle),Westend/Notelle,Bass House,..\data\audio_files\processed\540.mp3
541,Be Ok Again,What So Not/Daniel Johns,Aussietronica,..\data\audio_files\processed\541.mp3
542,Warlord,What So Not/SLUMBERJACK,Aussietronica,..\data\audio_files\processed\542.mp3
543,28 Grams,Wolfgang Gartner,Complextro,..\data\audio_files\processed\543.mp3
544,Never Hide - Original Mix,Wolsh,,..\data\audio_files\processed\544.mp3
545,Sunshine (My Girl),Wuki,,..\data\audio_files\processed\545.mp3
546,To Be Real,Wuki/Lee Foss/Cheryl Lynn,,..\data\audio_files\processed\546.mp3
547,Done With Love,Zedd,Complextro,..\data\audio_files\processed\547.mp3
548,Straight Into The Fire,Zedd,Complextro,..\data\audio_files\processed\548.mp3
549,Candyman,Zedd/Aloe Blacc,Complextro,..\data\audio_files\processed\549.mp3
550,Clarity,Zedd/Foxes,Complextro,..\data\audio_files\processed\550.mp3
551,One Three Nine,Zeds Dead/Scrufizzer,Brostep,..\data\audio_files\processed\551.mp3
552,Better Recognize,ZHU/Wax Motif,Edm,..\data\audio_files\processed\552.mp3
553,Tunnel Vision - Don Diablo Edit,Zonderling/Don Diablo,Dutch House,..\data\audio_files\processed\553.mp3
554,I DON'T CARE,박혜진 Park Hye Jin,Korean Dream Pop,..\data\audio_files\processed\554.mp3
