danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_id,artist_ids,genre_list,track_name,artist_names,filename,duration,ks_key,key_corr,camelot_key,overall_tempo,times_tempogram_kfixed,times_chroma_kfixed,numseg_combined_kfixed,times_combined_kfixed
0.81,0.66,9,-7.633,0,0.0616,0.000274,0.896,0.0701,0.678,124.023,4,176utnQuKh2Hbp2sGp5S1A,"['5Igpc9iLZ3YGtKeYfSrrOE', '0BEYTctVmnYa5yStp4Jpab']","['house', 'tech house', 'bass house', 'progressive house', 'edm', 'pop dance', 'melbourne bounce', 'electro house']",Y.O.D.O,"Chris Lake, Destructo","Chris Lake, Destructo - Y.O.D.O.mp3",263.263,D# minor,0.5190578949078904,2A,125.0,"28.170666666666666,175.904,210.72","61.792,124.07466666666667,185.65333333333334",5.0,"28.170666666666666,61.792,124.07466666666667,175.904,210.72"
0.764,0.886,11,-5.692,0,0.0466,0.000221,0.428,0.114,0.695,126.015,4,5KjGeN6trGA6e09HDprMmd,"['5Igpc9iLZ3YGtKeYfSrrOE', '1lAwVq9MxNJkB0dEY6xNoV']","['house', 'tech house', 'bass house', 'progressive house', 'deep disco house', 'edm', 'pop dance', 'melbourne bounce', 'electro house']",Drop Top,"Chris Lake, Walker & Royce","Chris Lake, Walker & Royce - Drop Top.mp3",264.495,G minor,0.2816210882035219,6A,125.0,"152.59733333333332,201.16266666666667,260.832","76.20266666666667,120.24533333333333,137.07733333333334",6.0,"76.20266666666667,120.24533333333333,137.07733333333334,152.59733333333332,201.16266666666667,260.832"
0.805,0.785,5,-5.964,0,0.0479,0.00114,0.36,0.0558,0.807,126.026,4,41yTIYKg8i2pvyKdopg5Mm,"['2mV8aJphiSHYJf43DxL7Gt', '1KpCi9BOfviCVhmpI4G2sY']","['nu disco', 'future house', 'indietronica', 'house', 'alternative dance', 'deep groove house', 'neo-synthpop', 'progressive house', 'edm', 'filter house', 'dance rock', 'new rave', 'pop dance', 'electro house']",Words With You - Tchami Remix,"Chromeo, Tchami",Chromeo - Words With You - Tchami Remix.mp3,289.524,D minor,0.593318676297147,7A,125.0,"167.14666666666668,198.25066666666666,243.328","152.27733333333333,196.672,259.072",5.0,"152.27733333333333,167.14666666666668,198.25066666666666,243.328,259.072"
0.416,0.492,7,-6.585,0,0.0314,0.0265,0.0528,0.0958,0.13,90.023,4,3Nuv1oRQQDDn8ZKCrYSlFJ,['1496XxkytEk26FUJLfpVZr'],"['downtempo bass', 'electra', 'glitch hop']",Microworlds,CloZee,CloZee - Microworlds.mp3,266.833,F minor,0.7092138601689639,4A,90.7258064516129,"95.616,136.928,203.08266666666665","181.55733333333333,197.09866666666667,245.792",5.0,"95.616,136.928,181.55733333333333,197.09866666666667,245.792"
0.488,0.626,11,-7.286,0,0.0373,0.167,0.0765,0.293,0.219,171.992,4,2JGPTeVnAxMiFIk15598Ux,"['1496XxkytEk26FUJLfpVZr', '7ErksWhMMsmGtgT1l1e159', '1bDXdxSg3Ve7V7f3bteIyk']","['electra', 'vapor twitch', 'glitch hop', 'downtempo bass', 'tropical house']",Back To The Top,"CloZee, Britt Lari, Dreamers Delight","CloZee, Britt Lari, Dreamers Delight - Back To The Top.mp3",194.647,G# minor,0.7418282631408395,1A,170.45454545454547,"50.410666666666664,92.32,184.02133333333333","139.62666666666667,147.808,183.44533333333334",4.0,"50.410666666666664,92.32,139.62666666666667,184.02133333333333"
0.527,0.586,0,-7.207,1,0.0288,0.165,0.00199,0.16,0.168,134.013,4,43QTqbEuSMnofYrZ1fuNwi,"['1496XxkytEk26FUJLfpVZr', '2zmrsXMHxagFz6vI2cD7r6']","['indie electropop', 'indie poptimism', 'electra', 'alt z', 'glitch hop', 'electropop', 'la pop', 'downtempo bass']",Glow In The Dark,"CloZee, Ella Vos","CloZee, Ella Vos - Glow In The Dark.mp3",205.151,C major,0.7894496248981103,8B,133.92857142857142,"52.949333333333335,100.39466666666667,186.83733333333333","14.88,59.33866666666667,155.08266666666665",5.0,"14.88,52.949333333333335,100.39466666666667,155.08266666666665,186.83733333333333"
0.789,0.884,0,-7.251,1,0.0454,0.00033,0.904,0.0352,0.628,125.003,4,6UTMWx0tjYLcv0dpWPdKT4,['3FBxzgzGPs9XUfSYZgG1vX'],['bass house'],So Damn Funky,Codes,Codes - So Damn Funky.mp3,262.671,G minor,0.3265807821476176,6A,125.0,"26.165333333333333,146.09066666666666,177.77066666666667","61.333333333333336,87.40266666666666,230.496",6.0,"26.165333333333333,61.333333333333336,87.40266666666666,146.09066666666666,177.77066666666667,230.496"
0.727,0.985,11,-3.981,1,0.148,0.159,0.504,0.323,0.518,126.021,4,4kTxW7NcrxR9BgUbb8z9Vb,['5kjmyBhzuNqgahbg9m1QTB'],[],jd sports,counsel pop,counsel pop - jd sports.mp3,250.525,F# major,0.6224957613570444,2B,125.0,"53.653333333333336,67.584,237.36533333333333","115.12533333333333,183.08266666666665,220.256",6.0,"53.653333333333336,67.584,115.12533333333333,183.08266666666665,220.256,237.36533333333333"
0.703,0.833,10,-4.509,0,0.0451,0.127,0.00194,0.157,0.187,127.945,4,3TqmTtE8bP2deIzx7ASnus,['2XiiUuK68XNdHaHOAF5hnT'],"['progressive electro house', 'future house', 'dutch house', 'edm', 'pop dance', 'electro house']",Seeing Is Believing,Curbi,Curbi - Seeing Is Believing.mp3,197.663,A minor,0.7328831584298463,8A,127.8409090909091,"47.029333333333334,91.808,143.65866666666668","56.42666666666667,88.064,159.008",4.0,"47.029333333333334,88.064,143.65866666666668,159.008"
0.333,0.414,7,-9.236,1,0.038,0.0135,0.00286,0.282,0.27,87.186,3,0DvKlrYXQsoJGotGzsqcbA,['76y8Or7IQGZcKZZ4B8ypw0'],"['canadian contemporary r&b', 'indie r&b']",BITTER,DACEY,DACEY - BITTER.mp3,250.947,D minor,0.640806430069377,7A,156.25,"11.861333333333333,110.31466666666667,218.176","11.946666666666667,154.976,166.144",5.0,"11.861333333333333,110.31466666666667,154.976,166.144,218.176"
0.932,0.909,0,-2.494,1,0.0838,0.0349,0.282,0.0445,0.21,124.977,4,2eWv6o1PahFyDrNXMJYQdt,['5728TFNG2bx7GzacEAz3yU'],[],Wingz,Damien N-Drix,Damien N-Drix - Wingz.mp3,203.53,B major,0.35706481782992416,1B,125.0,"92.74666666666667,98.41066666666667,137.984","30.976,45.70666666666666,139.94666666666666",4.0,"30.976,45.70666666666666,92.74666666666667,137.984"
0.844,0.835,11,-3.637,1,0.0762,0.0679,0.41,0.0836,0.807,126.008,4,12V3KrpY33BLqy6QDZsX0v,"['5728TFNG2bx7GzacEAz3yU', '6sxcddx1xFwv0MblwbXNVq']","['future bounce', 'korean electronic']",Not Available,"Damien N-Drix, jeonghyeon","Damien N-Drix, jeonghyeon - Not Available.mp3",174.549,D# minor,0.25409640118685906,2A,125.0,"66.82666666666667,106.304,125.632","36.128,67.73333333333333,127.54133333333333",4.0,"36.128,66.82666666666667,106.304,125.632"
0.727,0.904,10,-3.408,0,0.064,0.0153,0.55,0.0963,0.372,124.02,4,3M89zvwwb1jtDUDKYNsdiA,"['3HphLd0XiELTvIPYf55dYC', '0U3b0BjITtQHwjwBVtiGcO', '5I6WLC9Auo6aeTRHPQbdOv', '1YjaVTeHBlVRRxbk7H30HN', '5QCGlnijOcNxsXXNzZkcWL']","['lo-fi product', 'lo-fi latino', 'covertronica', 'mexican edm']",Calabria,"Dance Fruits Music, DMNDS, Fallen Roses, Lunis, Shift K3Y, Lujavo","Dance Fruits Music, DMNDS - Calabria (feat. Fallen Roses, Lujavo & Lunis) - Shift K3Y Edit.mp3",154.286,A major,0.5353205186839345,11B,125.0,"31.189333333333334,93.07733333333333,106.61333333333333","31.872,93.35466666666666,108.45866666666667",3.0,"31.189333333333334,93.07733333333333,106.61333333333333"
0.774,0.943,1,-5.507,1,0.228,0.0156,6.86e-05,0.065,0.688,136.036,4,3pbZCLBe6fUZ8dBntDWQ64,"['5JQ1XqKJ2Art01rF4tu1Ra', '5VfSeZYcDwD8WQVwbaoL6z', '0Hh9X3QxTHPE2dlAS1g8IN']","['vapor twitch', 'future bass']",Elysian Park,"Daniel Allan, han.irl <3, Rome in Silver","Daniel Allan, han.irl 3, Rome in Silver - Elysian Park.mp3",142.5,F# minor,0.27957041282587897,11A,137.1951219512195,"85.41866666666667,99.712,112.13866666666667","14.485333333333333,27.27466666666667,37.57866666666666",6.0,"14.485333333333333,27.27466666666667,37.57866666666666,85.41866666666667,99.712,112.13866666666667"
0.77,0.51,10,-7.17,0,0.38,0.171,0.000637,0.0995,0.359,108.995,4,0cBF49sKb9Pr0IfKUzBLmk,"['5vfEaoOBcK0Lzr07WN8KaK', '2clS9uX2uOrHHqkyDMkzA1']","['nu disco', 'alternative r&b', 'chill r&b', 'indie soul', 'filter house']",FADED,"Darius, Amaria","Darius, Amaria - FADED.mp3",211.78,B major,0.4818582584841564,1B,108.17307692307692,"51.552,113.71733333333333,194.92266666666666","35.136,114.48533333333333,122.784",4.0,"35.136,51.552,113.71733333333333,194.92266666666666"
0.823,0.499,11,-6.658,0,0.0575,0.0304,0.502,0.0931,0.44,117.009,4,2bmN1B9HIZTGdaFqMYrgOR,"['5vfEaoOBcK0Lzr07WN8KaK', '01qiJfvXOvrFjFcwwmZ6yc']","['nu disco', 'filter house', 'indie soul']",CHERIE,"Darius, Darianna Everett","Darius, Darianna Everett - CHERIE.mp3",262.854,G# minor,0.5209699533700761,1A,117.1875,"31.072,110.57066666666667,230.38933333333333","134.304,164.20266666666666,230.12266666666667",5.0,"31.072,110.57066666666667,134.304,164.20266666666666,230.38933333333333"
0.744,0.736,5,-4.269,0,0.156,0.0132,0.145,0.06,0.559,113.982,4,7IRyfeJIBmi08GYgEZwWMM,"['5vfEaoOBcK0Lzr07WN8KaK', '6MfKvHA64hLnQEJ9E5M7FT']","['indie r&b', 'nu disco', 'indie soul', 'filter house', 'neo r&b']",EASE YOUR MIND,"Darius, Devin Tracy","Darius, Devin Tracy - EASE YOUR MIND.mp3",225.488,G minor,0.4801205477947942,6A,117.1875,"15.573333333333334,151.89333333333335,155.68","15.082666666666666,117.61066666666666,134.66666666666666",4.0,"15.573333333333334,117.61066666666666,134.66666666666666,151.89333333333335"
0.792,0.619,6,-6.718,0,0.0516,0.201,0.0108,0.0979,0.386,123.049,4,5s07MbAYauHkLEyPhH3NOw,"['5vfEaoOBcK0Lzr07WN8KaK', '7bupzBUhDSqBIAkoianGjC']","['nu disco', 'filter house', 'indie soul']",FEELS RIGHT,"Darius, Duñe","Darius, Duñe - FEELS RIGHT.mp3",266.689,F# minor,0.5750602951420392,11A,122.28260869565217,"31.701333333333334,59.04,203.50933333333333","154.112,171.424,203.46666666666667",5.0,"31.701333333333334,59.04,154.112,171.424,203.50933333333333"
0.876,0.522,2,-6.007,1,0.128,0.0421,0.0259,0.121,0.311,111.014,4,5B2mFGqshYv3fiJinfLtcW,"['5vfEaoOBcK0Lzr07WN8KaK', '7h01MzzV4zMo39ocJpJiCi']","['nu disco', 'indie hip hop', 'filter house', 'indie soul']",MATERIAL GIRL,"Darius, Lo Village","Darius, Lo Village - MATERIAL GIRL.mp3",191.456,A# minor,0.8332724010961523,3A,110.29411764705883,"16.426666666666666,173.55733333333333,188.65066666666667","86.35733333333333,104.10666666666667,173.06666666666666",5.0,"16.426666666666666,86.35733333333333,104.10666666666667,173.55733333333333,188.65066666666667"
0.758,0.847,2,-7.394,0,0.0687,0.149,0.906,0.203,0.227,128.086,3,30JVP4BB4KlPaQgiLsMdV8,"['2CIMQHirSU0MQqyYHq0eOx', '1N9n8MSxrr4Emhb566493b']","['canadian electronic', 'progressive house', 'edm', 'complextro', 'pop dance', 'electro house']",imaginary friends (ov) - Morgan Page Remix,"deadmau5, Morgan Page",deadmau5 - imaginary friends (ov) - Morgan Page Remix.mp3,184.291,A# minor,0.48884268786726176,3A,127.8409090909091,"3.424,16.778666666666666,167.808","17.194666666666667,47.616,77.04533333333333",5.0,"3.424,16.778666666666666,47.616,77.04533333333333,167.808"
0.768,0.861,1,-7.145,1,0.124,0.0039,0.00302,0.276,0.543,126.009,4,5X2OBrVs8TJMlZYB8EDqad,"['1qVHDR3icC0cD02ofnzEA1', '4Nl6PVYLwbCFfr3UqQlFtE']","['tech house', 'brazilian edm', 'russian edm', 'bass house']",Heart Isn't Home - Volac Remix,"Denis First, VOLAC",Denis First - Heart Isn't Home - Volac Remix.mp3,184.762,G minor,0.41175277016241546,6A,125.0,"29.674666666666667,120.26666666666667,152.26666666666668","30.272,59.072,75.98933333333333",5.0,"29.674666666666667,59.072,75.98933333333333,120.26666666666667,152.26666666666668"
0.83,0.571,9,-5.935,1,0.259,0.00249,0.0,0.106,0.169,121.834,4,6tbhJje9chpqpYTXPq4TUh,"['0BEYTctVmnYa5yStp4Jpab', '6Ha4aES39QiVjR0L2lwuwq', '6fxyWrfmjcbj5d12gXeiNV', '1gPhS1zisyXr5dHTYZyiMe']","['dirty south rap', 'southern hip hop', 'tennessee hip hop', 'miami hip hop', 'hip hop', 'underground hip hop', 'bass house', 'rap', 'memphis hip hop', 'baton rouge rap', 'trap', 'pop rap', 'dark trap', 'drill', 'gangster rap', 'electro house']",Bandz,"Destructo, Yo Gotti, Denzel Curry, Kevin Gates, Loge21","Destructo - Bandz (feat. Yo Gotti, Kevin Gates & Denzel Curry) - Loge21 Remix.mp3",194.592,C# minor,0.5487186119813698,12A,117.1875,"47.50933333333333,131.75466666666668,182.61333333333334","113.89866666666667,132.66133333333335,190.528",4.0,"47.50933333333333,113.89866666666667,131.75466666666668,182.61333333333334"
0.871,0.797,10,-3.838,0,0.087,0.000194,0.58,0.335,0.295,123.967,4,7kQsjcgYkpLv9204Z7Tdyo,"['5R3Hr2cnCCjt220Jmt2xLf', '1wqW0IQWC7V7jktcjVHID6']","['progressive electro house', 'brostep', 'slap house', 'moombahton', 'edm', 'pop dance', 'electro house']",DFR - Black Caviar Remix,"Dillon Francis, Black Caviar",Dillon Francis - DFR - Black Caviar Remix.mp3,230.334,A minor,0.3210802404574011,8A,125.0,"46.00533333333333,210.85866666666666,226.29333333333332","46.72,109.14133333333334,147.21066666666667",5.0,"46.00533333333333,109.14133333333334,147.21066666666667,210.85866666666666,226.29333333333332"
0.751,0.857,5,-3.704,1,0.0947,0.00394,0.428,0.0766,0.391,112.036,4,5hzYhY7jXXNdflaNlV84OX,['5R3Hr2cnCCjt220Jmt2xLf'],"['progressive electro house', 'brostep', 'slap house', 'moombahton', 'edm', 'pop dance', 'electro house']",Still Not Butter,Dillon Francis,Dillon Francis - Still Not Butter.mp3,207.447,G minor,0.3929721435252025,6A,112.5,"14.848,67.57333333333334,118.00533333333334","14.901333333333334,135.552,154.24",5.0,"14.848,67.57333333333334,118.00533333333334,135.552,154.24"
0.77,0.85,10,-4.224,0,0.0985,0.00196,0.00168,0.394,0.256,124.966,4,1NrEyyjvua6JwZcyvcSqpn,"['5R3Hr2cnCCjt220Jmt2xLf', '4ckLjJztj53Ifid7WHweBn', '7rFc34fdSTTZfBakJjpGSq']","['progressive electro house', 'brostep', 'slap house', 'moombahton', 'edm', 'turkish pop', 'pop dance', 'electro house']",Real Love - Shelco Garcia & Teenwolf Remix,"Dillon Francis, Aleyna Tilki, Shelco Garcia & Teenwolf","Dillon Francis, Aleyna Tilki - Real Love - Shelco Garcia & Teenwolf Remix.mp3",141.675,F# major,0.4479347404841273,2B,125.0,"64.59733333333334,77.99466666666666,104.608","32.0,78.76266666666666,94.02666666666667",5.0,"32.0,64.59733333333334,77.99466666666666,94.02666666666667,104.608"
0.67,0.835,8,-5.341,1,0.051,0.00359,0.0514,0.0407,0.506,129.018,4,5VyFOIwT1wcfllfyx5TaGM,"['5R3Hr2cnCCjt220Jmt2xLf', '02kJSzxNuaWGqwubyUba0Z', '5jm3x1qIibWdKSEMw2G011']","['progressive electro house', 'indie pop rap', 'dutch edm', 'rap', 'bass house', 'brostep', 'slap house', 'moombahton', 'edm', 'oakland hip hop', 'pop dance', 'pop rap', 'electro house', 'electronic trap']",Say Less - Dillon Francis & Moksi Remix,"Dillon Francis, G-Eazy, Moksi","Dillon Francis, G-Eazy - Say Less - Dillon Francis & Moksi Remix.mp3",212.086,A major,0.5103337892104758,11B,127.8409090909091,"28.032,108.288,152.23466666666667","27.989333333333335,141.504,153.19466666666668",4.0,"28.032,108.288,141.504,152.23466666666667"
0.788,0.621,9,-7.768,1,0.0526,0.00117,0.895,0.0751,0.183,126.001,4,3GQJpl9PeV5RgAJ1OCzrQj,['1M1DknkrhbuC17RUTHcOXC'],[],Wormhole,Dillon Marinez,Dillon Marinez - Wormhole.mp3,336.665,A# minor,0.2582187681688051,3A,125.0,"62.144,91.34933333333333,304.87466666666666","46.026666666666664,91.456,304.9066666666667",4.0,"46.026666666666664,62.144,91.34933333333333,304.87466666666666"
0.761,0.786,11,-9.311,1,0.0613,0.000151,0.703,0.211,0.796,126.985,4,6tcAIvGYzQP9dVb28BjANR,['0Ut5FcDeEgaM9PM3LvnH6j'],"['tech house', 'bass house']",Feel Alright,Dillon Nathaniel,Dillon Nathaniel - Feel Alright.mp3,212.139,G# minor,0.3561990060849805,1A,127.8409090909091,"32.394666666666666,125.14133333333334,153.408","31.658666666666665,121.03466666666667,136.11733333333333",4.0,"32.394666666666666,121.03466666666667,136.11733333333333,153.408"
0.735,0.883,1,-5.916,1,0.0718,0.0036,0.817,0.298,0.202,126.006,4,4JPUcOtfX6TL3vJk9CtAwN,['0Ut5FcDeEgaM9PM3LvnH6j'],"['tech house', 'bass house']",Obsessions,Dillon Nathaniel,Dillon Nathaniel - Obsessions.mp3,251.328,G minor,0.43194126835177793,6A,125.0,"29.621333333333332,76.69333333333333,140.93866666666668","30.56,91.69066666666667,137.17333333333335",4.0,"29.621333333333332,76.69333333333333,91.69066666666667,137.17333333333335"
0.618,0.824,10,-5.708,0,0.0937,0.057,0.000241,0.158,0.55,125.011,4,2M0wZ9iOCsul9PgKCHnIWT,"['6nS5roXSAGhTGr34W6n7Et', '163tK9Wjr9P9DmM0AVK7lm', '3TaUSUXn41GixL7zbvrIDt']","['house', 'pop', 'indietronica', 'fidget house', 'canadian electronic', 'metropopolis', 'turntablism', 'nz pop', 'edm', 'art pop', 'electro house', 'electronic trap', 'uk dance']",Magnets - A-Trak Remix,"Disclosure, Lorde, A-Trak","Disclosure, Lorde - Magnets - A-Trak Remix.mp3",256.897,D minor,0.8156904244563783,7A,125.0,"20.778666666666666,191.54133333333334,200.13866666666667","30.784,184.62933333333334,199.75466666666668",4.0,"20.778666666666666,30.784,184.62933333333334,200.13866666666667"
0.875,0.58,5,-7.339,0,0.308,0.0305,0.0,0.0671,0.628,159.981,4,6eQeEaNOXDtRk2sk3UJGFw,"['5vEZZrTMbKhrd5Mgs37m8p', '22CyfYzF7NMyITy8gKIYT5', '0qMwn0A1NkYRIo8jyOMygH', '1VfoD8dL4kTZm8K591uz3q', '1Vf1H37mPCwbwQXf4NI14R', '0R9SPor6ESTsCVCb3NPhGD']","['j-rap', 'japanese trap']",JET MODE,"DJ CHARI, DJ TATSUKI, ZOT on the WAVE, Tyson, SANTAWORLDVIEW, MonyHorse","DJ CHARI, DJ TATSUKI, ZOT on the WAVE, Tyson, SANTAWORLDVIEW, MonyHorse - JET MODE.mp3",165.703,G minor,0.5673258453043597,6A,160.71428571428572,"11.178666666666667,120.544,128.78933333333333","9.472,120.93866666666666,131.584",2.0,"11.178666666666667,120.544"
0.8,0.574,1,-7.707,1,0.0651,0.00502,0.822,0.132,0.342,124.003,4,59EjnzEsU4eTSXoQoQJ8bT,"['6nxYdBHCGZ8bBM7sGhqxSC', '5R3Hr2cnCCjt220Jmt2xLf']","['progressive electro house', 'brostep', 'slap house', 'moombahton', 'edm', 'pop dance', 'electro house']",Gumby,"DJ Hanzel, Dillon Francis","DJ Hanzel, Dillon Francis - Gumby.mp3",189.883,G minor,0.3460239402408668,6A,125.0,"45.76,92.928,123.584","45.845333333333336,92.97066666666667,122.83733333333333",3.0,"45.76,92.928,123.584"
0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,4,0W6I02J9xcqK8MtSeosEXb,['5cj0lLjcoR7YOSnhnX0Po5'],"['pop', 'dance pop']",Get Into It (Yuh),Doja Cat,Doja Cat - Get Into It (Yuh).mp3,135.803,G# major,0.37361915654851935,4B,92.21311475409836,"7.776,114.34666666666666,125.504","2.3786666666666667,5.28,7.594666666666667",3.0,"2.3786666666666667,114.34666666666666,125.504"
0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,4,3DarAbFujv6eYNliUTyqtz,"['5cj0lLjcoR7YOSnhnX0Po5', '7tYKF4w9nC0nq9CsPZTHyP']","['r&b', 'pop', 'dance pop', 'rap']",Kiss Me More,"Doja Cat, SZA",Doja Cat - Kiss Me More (feat. SZA).mp3,207.532,E major,0.7226776673722839,12B,110.29411764705883,"8.341333333333333,23.914666666666665,49.184","24.72533333333333,199.05066666666667,201.96266666666668",4.0,"8.341333333333333,23.914666666666665,49.184,199.05066666666667"
0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,6Uj1ctrBOjOas8xZXGqKk4,['5cj0lLjcoR7YOSnhnX0Po5'],"['pop', 'dance pop']",Woman,Doja Cat,Doja Cat - Woman.mp3,171.05,F minor,0.43044617607840374,4A,108.17307692307692,"18.218666666666667,53.17333333333333,153.38666666666666","1.4293333333333333,37.25866666666667,78.09066666666666",6.0,"1.4293333333333333,18.218666666666667,37.25866666666667,53.17333333333333,78.09066666666666,153.38666666666666"
0.643,0.941,8,-5.243,0,0.0377,0.0599,0.756,0.157,0.174,126.01,4,602wo0wA2pEjcZYX7X2uNh,"['205i7E8fNVfojowcQSfK9m', '4qOzMSukiZoiSjPQw8Zs7s', '24DO0PijjITGIEWsO8XaPs']","['house', 'indietronica', 'swiss pop', 'deep groove house', 'electra', 'deep house', 'progressive house', 'australian house', 'aussietronica', 'melodic house']",Strangers (with Mansionair),"Dom Dolla, Mansionair",Dom Dolla - Strangers (with Mansionair).mp3,217.39,E minor,0.6898832632994749,9A,125.0,"64.74666666666667,124.736,161.344","110.464,118.18666666666667,170.22933333333333",4.0,"64.74666666666667,110.464,124.736,161.344"
0.851,0.742,0,-6.126,1,0.0377,0.0259,0.256,0.111,0.236,123.033,4,14fIlfcmFPlj4V2IazeJ25,['205i7E8fNVfojowcQSfK9m'],"['deep groove house', 'house', 'australian house']",Take It,Dom Dolla,Dom Dolla - Take It.mp3,234.44,C major,0.6306784469445973,8B,122.28260869565217,"15.317333333333334,156.07466666666667,169.58933333333334","30.346666666666668,122.944,170.64533333333333",5.0,"15.317333333333334,30.346666666666668,122.944,156.07466666666667,169.58933333333334"
0.847,0.934,9,-5.381,1,0.0442,0.00783,0.492,0.0797,0.862,126.035,4,4vEHTE0TocuaKZqiSq0UIS,['2GVtgxcx7jg5xVCZsIHSGN'],"['house', 'tech house', 'electro house', 'bass house']",Soul Sacrifice,Dombresky,Dombresky - Soul Sacrifice.mp3,230.609,F# minor,0.3499336716323378,11A,125.0,"45.834666666666664,76.21333333333334,199.37066666666666","31.189333333333334,46.272,76.10666666666667",4.0,"31.189333333333334,45.834666666666664,76.21333333333334,199.37066666666666"
0.681,0.58,8,-9.496,1,0.0612,0.319,3.77e-05,0.099,0.368,100.506,4,190fPjBiTtTKbfOSuJOjhv,['6u6AbTVrbabv27DLcSrF8i'],"['alternative r&b', 'modern indie pop']",Stop Calling The Police On Me,Dreamer Isioma,Dreamer Isioma - Stop Calling The Police On Me.mp3,141.87,A major,0.6802587321567732,11B,100.44642857142857,"1.632,7.072,122.64533333333334","4.768,65.46133333333333,84.512",4.0,"1.632,65.46133333333333,84.512,122.64533333333334"
0.717,0.372,11,-12.878,0,0.0278,0.374,0.296,0.117,0.735,90.323,4,2ax9yh9o3eJWbJZbF8tDvj,['6u6AbTVrbabv27DLcSrF8i'],"['alternative r&b', 'modern indie pop']",Valentina,Dreamer Isioma,Dreamer Isioma - Valentina.mp3,128.64,A# major,0.7746857307680587,6B,90.7258064516129,"20.522666666666666,106.688,112.40533333333333","106.83733333333333,111.776,122.752",3.0,"20.522666666666666,106.688,122.752"
0.711,0.416,4,-6.083,1,0.0441,0.705,0.00461,0.0875,0.377,130.332,4,0WQnDBo5oqSnCDag5hSwVw,['59MDSNIYoOY0WRYuodzJPD'],"['vapor twitch', 'future bass']",Wild,Duskus,Duskus - Wild.mp3,288.51,F# minor,0.6630956914982732,11A,130.8139534883721,"58.986666666666665,117.25866666666667,146.93333333333334","24.650666666666666,51.552,277.3226666666667",5.0,"24.650666666666666,51.552,117.25866666666667,146.93333333333334,277.3226666666667"
0.909,0.651,11,-5.672,0,0.105,0.161,0.0437,0.0923,0.895,124.026,4,6j4j6iRR0Ema531o5Yxr2T,"['31Eea8xaK1xAMyJy2iWE0z', '2izgj6WOKJsuCRCQUKOoVO']","['deep groove house', 'dance pop', 'uk dance']",Memories,"Eden Prince, Nonô","Eden Prince, Nonô - Memories.mp3",147.038,G# minor,0.5466535590148366,1A,125.0,"69.22666666666667,99.34933333333333,131.52","23.594666666666665,69.54666666666667,103.008",4.0,"23.594666666666665,69.22666666666667,99.34933333333333,131.52"
0.366,0.76,7,-6.497,0,0.0626,0.232,0.641,0.0822,0.139,159.972,4,15k0vHvBreGYZAZeuLi0NY,"['0Y0QSi6lz1bPik5Ffjr8sd', '21AUdblPrTRzkvJn8FGrlk']","['canadian electronic', 'brostep', 'vapor twitch', 'future bass', 'edm', 'electro house', 'electronic trap']",Power,"Ekali, NITTI","Ekali, NITTI - Power.mp3",148.421,A# minor,0.6770216857047677,3A,160.71428571428572,"72.32,83.872,143.75466666666668","29.546666666666667,77.64266666666667,84.14933333333333",4.0,"29.546666666666667,72.32,83.872,143.75466666666668"
0.72,0.718,7,-5.285,0,0.0546,0.00195,0.158,0.35,0.33,122.003,4,5BWpRTmIud6QuaKxZI4Ilr,['2nwPBvsuf070C7KYSWoXbD'],[],Summer Of Saigon,Elephant Heart,Elephant Heart - Summer Of Saigon.mp3,222.403,A# minor,0.6543338676203857,3A,122.28260869565217,"15.914666666666667,93.00266666666667,188.02133333333333","31.456,62.86933333333333,126.12266666666666",6.0,"15.914666666666667,31.456,62.86933333333333,93.00266666666667,126.12266666666666,188.02133333333333"
0.706,0.468,4,-7.326,1,0.0253,0.13,0.00135,0.102,0.768,105.015,4,3SlzwAZ8BH5xZvfQjpSChY,['6xgvgzXNv3ymcITXTrxRaA'],"['electropop', 'alt z']",@elio.irl,ELIO,ELIO - @elio.irl.mp3,230.615,D# major,0.6943758222059518,5B,104.16666666666667,"74.08,96.832,147.54133333333334","170.54933333333332,183.63733333333334,187.552",5.0,"74.08,96.832,147.54133333333334,170.54933333333332,183.63733333333334"
0.79,0.74,1,-6.31,1,0.0538,0.000325,0.255,0.0448,0.474,118.009,4,6eJEvusOC02GMOArociVqe,"['6wKxOKEA3K6R2UZ3COLXEY', '2FwJwEswyIUAljqgjNSHgP']","['la pop', 'electropop', 'indie poptimism', 'uk dance']",Good Day Bad Day - Snakehips Remix,"Elohim, Snakehips",Elohim - Good Day Bad Day - Snakehips Remix.mp3,221.181,G minor,0.32206781838753806,6A,117.1875,"31.30666666666667,53.70666666666666,57.034666666666666","16.245333333333335,32.693333333333335,56.66133333333333",3.0,"16.245333333333335,31.30666666666667,53.70666666666666"
