danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_id,artist_ids,genre_list,track_name,artist_names,filename,duration,ks_key,key_corr,camelot_key,overall_tempo,times_tempogram_kfixed,times_chroma_kfixed,numseg_combined_kfixed,times_combined_kfixed
0.227,0.902,6,-4.797,0,0.325,0.00912,0.2,0.0654,0.0718,176.063,4,0BNYamtbh8ifYgvShfdeMD,"['2c2X6dr1PHctH24BxNOjHi', '0gXx2aQ2mfovDfqCw10MQC']","['brostep', 'vapor twitch', 'wonky', 'glitch hop', 'experimental bass', 'downtempo bass', 'electronic trap']",Daemon Veil,"Eprom, G Jones","Eprom, G Jones - Daemon Veil.mp3",295.814,D# major,0.6747360675762768,5B,117.1875,"75.50933333333333,200.17066666666668,248.96","43.882666666666665,186.432,237.38666666666666",6.0,"43.882666666666665,75.50933333333333,186.432,200.17066666666668,237.38666666666666,248.96"
0.61,0.661,2,-4.892,1,0.0423,0.00281,0.0222,0.123,0.276,119.99,4,1IUZh86P1U3w8i245mhzJi,['3ubv8WIA649ar6dwEH6ATm'],"['livetronica', 'funk rock']",Going Down Slow,Exmag,Exmag - Going Down Slow.mp3,254.85,D# major,0.6598542213430569,5B,119.68085106382979,"15.210666666666667,46.464,156.14933333333335","47.232,218.144,247.60533333333333",5.0,"15.210666666666667,46.464,156.14933333333335,218.144,247.60533333333333"
0.634,0.642,11,-6.102,1,0.154,0.0516,0.0,0.285,0.429,97.987,4,6Azp3ArWtIFOitzRKMCfQT,['5oLb41tSEDtY357HGJCIK9'],['japanese dance pop'],Departure,FAKY,FAKY - Departure.mp3,208.492,C# major,0.6638755585596754,3B,98.6842105263158,"55.85066666666667,60.352,156.896","133.41866666666667,155.328,197.48266666666666",4.0,"55.85066666666667,133.41866666666667,156.896,197.48266666666666"
0.73,0.804,9,-3.682,0,0.0645,0.194,0.0,0.344,0.441,130.094,4,32xcUwMaqqfyrKxZmTvUD2,['5oLb41tSEDtY357HGJCIK9'],['japanese dance pop'],little more,FAKY,FAKY - little more.mp3,244.141,G major,0.6136862358021767,9B,130.8139534883721,"94.912,107.43466666666667,237.22666666666666","156.71466666666666,172.29866666666666,221.312",6.0,"94.912,107.43466666666667,156.71466666666666,172.29866666666666,221.312,237.22666666666666"
0.87,0.87,0,-5.652,1,0.158,0.00341,0.285,0.351,0.776,122.001,4,1z781vLuCqFGa3ba6pUGxQ,['5FWi1mowu6uiU2ZHwr1rby'],"['brostep', 'edm', 'complextro', 'filthstep', 'electro house']",Frank Frazetta,Feed Me,Feed Me - Frank Frazetta.mp3,225.088,G minor,0.4025324879476453,6A,122.28260869565217,"30.165333333333333,125.728,188.512","31.541333333333334,64.608,94.64533333333334",5.0,"30.165333333333333,64.608,94.64533333333334,125.728,188.512"
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,4,739WUU1tPFLO4x4HJq561K,['4GJ6xDCF5jaUqD6avOuQT6'],['k-pop girl group'],Cupid - Twin Ver.,FIFTY FIFTY,FIFTY FIFTY - Cupid - Twin Ver..mp3,170.59,D# major,0.7324848425760127,5B,119.68085106382979,"7.029333333333334,120.24533333333333,135.712","7.264,119.75466666666667,135.936",3.0,"7.029333333333334,120.24533333333333,135.712"
0.729,0.965,2,-5.711,1,0.0624,0.00176,0.66,0.0973,0.744,125.021,4,2KXwJZv1pRQFQ95Kj60jBN,['1VJ0briNOlXRtJUAzoUJdt'],"['house', 'australian house']",Losing It - Radio Edit,FISHER,FISHER - Losing It - Radio Edit.mp3,162.029,F minor,0.28487454873389806,4A,125.0,"28.778666666666666,127.38133333333333,134.19733333333335","5.770666666666667,115.11466666666666,130.16533333333334",4.0,"5.770666666666667,28.778666666666666,115.11466666666666,127.38133333333333"
0.859,0.824,8,-7.207,1,0.0512,0.0242,0.66,0.205,0.882,124.015,4,627JZ3dVd88Xc5IoHOeNT5,['1VJ0briNOlXRtJUAzoUJdt'],"['house', 'australian house']",Stop It,FISHER,FISHER - Stop It.mp3,159.3,F minor,0.3441149928356569,4A,125.0,"2.7946666666666666,42.32533333333333,155.69066666666666","80.49066666666667,94.848,121.68533333333333",6.0,"2.7946666666666666,42.32533333333333,80.49066666666667,94.848,121.68533333333333,155.69066666666666"
0.729,0.633,6,-5.202,1,0.0394,0.262,1.2e-05,0.078,0.279,115.93,4,06gtPF7fljlItis2PohQP0,"['6nxWCVXbOlEVRexSbLsTer', '0ROrzjhRCZbJil5PjS9yG9']","['indietronica', 'edm', 'downtempo', 'australian indie', 'australian dance', 'australian electropop']",Rhinestone 1.7.2 [2018 Export Wav] feat. Isabella Manfredi,"Flume, Isabella Manfredi",Flume - Rhinestone 1.7.2 [2018 Export Wav] feat. Isabella Manfredi.mp3,222.735,F# major,0.8471753624048574,2B,117.1875,"28.0,89.472,121.472","30.784,88.77866666666667,124.832",3.0,"28.0,89.472,121.472"
0.803,0.858,10,-4.019,1,0.0538,0.0111,0.096,0.0766,0.862,121.989,4,5SB73InpxuEQ20qEWhOQFV,['5Am25tT39BPzreHngMkuux'],"['german techno', 'german tech house', 'minimal techno']",Chunky,Format:B,Format-B - Chunky.mp3,156.884,G major,0.46832354891036565,9B,122.28260869565217,"19.914666666666665,81.888,102.12266666666666","18.442666666666668,51.06133333333333,153.28",5.0,"19.914666666666665,51.06133333333333,81.888,102.12266666666666,153.28"
0.76,0.669,5,-9.105,0,0.285,0.0757,0.0215,0.77,0.215,112.023,4,6Ao5d7TMQ92h87jQqSHGyw,['4oLeXFyACqeem2VImYeBFe'],"['house', 'edm', 'stutter house']",Kyle (i found you),Fred again..,Fred again.. - Kyle (i found you).mp3,190.646,E major,0.7518626315980981,12B,112.5,"6.613333333333333,45.19466666666667,48.81066666666667","14.954666666666666,40.778666666666666,45.792",2.0,"6.613333333333333,40.778666666666666"
0.731,0.189,2,-15.471,1,0.0515,0.942,0.000106,0.357,0.527,81.905,4,35RU9s9Oytg6N8k0xxtKtG,"['74ldwS36YOZpiNSBf2XYBs', '0y2buXFUJCd2dnhkVCkRDg']",[],生きていくだけで,"FUKUSHIGE MARI, Ruri",FUKUSHIGE MARI - 生きていくだけで (feat. Ruri).mp3,235.263,A# major,0.7679985847420525,6B,160.71428571428572,"118.53866666666667,140.88533333333334,215.33866666666665","86.72,178.05866666666665,208.72533333333334",5.0,"86.72,118.53866666666667,140.88533333333334,178.05866666666665,208.72533333333334"
0.5,0.815,1,-5.051,1,0.127,0.0958,0.0389,0.0877,0.135,160.018,4,7G0Yar2BaHpKW4GrD9SOXS,['0gXx2aQ2mfovDfqCw10MQC'],"['glitch hop', 'brostep', 'vapor twitch', 'electronic trap']",Understanding the Possibility,G Jones,G Jones - Understanding the Possibility.mp3,273.375,G minor,0.6262402104724588,6A,106.13207547169812,"192.56533333333334,204.928,246.50666666666666","87.91466666666666,142.624,179.92533333333333",6.0,"87.91466666666666,142.624,179.92533333333333,192.56533333333334,204.928,246.50666666666666"
0.655,0.886,1,-5.496,1,0.237,0.0827,0.308,0.0996,0.642,123.452,4,6xlhKKbbx7pHW6F1oXW2bf,['0gXx2aQ2mfovDfqCw10MQC'],"['glitch hop', 'brostep', 'vapor twitch', 'electronic trap']",Which Way,G Jones,G Jones - Which Way.mp3,178.78,G minor,0.5408724111835587,6A,125.0,"39.946666666666665,65.67466666666667,176.85333333333332","56.64,142.592,147.98933333333332",4.0,"39.946666666666665,56.64,142.592,176.85333333333332"
0.762,0.797,5,-2.71,1,0.135,0.117,0.0,0.202,0.525,122.066,4,5kgqTe1BM720OjU78TGYDw,"['4sTQVOfp9vEMCemLw50sbu', '6mPZJXtFVaakznkRxdgWtC']","['pop dance', 'edm', 'dance pop', 'pop']",Tell Me You Love Me,"Galantis, Throttle","Galantis, Throttle - Tell Me You Love Me.mp3",190.4,G major,0.5226437071644362,9B,122.28260869565217,"46.42133333333334,73.09866666666667,151.78666666666666","47.221333333333334,108.24533333333333,156.85333333333332",4.0,"46.42133333333334,73.09866666666667,108.24533333333333,151.78666666666666"
0.569,0.791,6,-6.757,1,0.0355,0.143,0.655,0.109,0.298,139.78,4,2QbTsEUF97LixvDbyKUdCj,"['4kubsO16bEfCADaVUyoYb6', '7MoIc5s9KXolCBH1fy9kkw', '4AGwPDdh1y8hochNzHy5HC']","['nu disco', 'indie rock', 'indietronica', 'shimmer pop', 'metropopolis', 'vapor twitch', 'future bass', 'eugene indie', 'indie pop', 'art pop', 'philly indie', 'chillwave']",Maybes,"Giraffage, Japanese Breakfast","Giraffage, Japanese Breakfast - Maybes.mp3",249.866,F# major,0.7220176881178653,2B,140.625,"27.594666666666665,92.90666666666667,108.896","27.562666666666665,79.08266666666667,216.58666666666667",5.0,"27.594666666666665,79.08266666666667,92.90666666666667,108.896,216.58666666666667"
0.61,0.622,11,-8.05,0,0.0985,0.524,0.0104,0.354,0.467,135.835,4,10hFslvFmtAfmEUhcCHyE3,"['6M7RdR9ZP52h2mfNLmiHtU', '2Ju0kEPJxYUo0XM2PNUGeL']","['dutch house', 'dominican indie', 'brostep', 'edm', 'pop dance', 'electro house', 'electronic trap']",True Romance,"Good Times Ahead, Jarina De Marco, Chris Lake",Good Times Ahead - True Romance (feat. Jarina De Marco) - Chris Lake Remix.mp3,289.304,F major,0.41891700629108986,7B,125.0,"87.328,112.13866666666667,189.68533333333335","204.992,224.36266666666666,284.5226666666667",6.0,"87.328,112.13866666666667,189.68533333333335,204.992,224.36266666666666,284.5226666666667"
0.244,0.721,1,-4.715,1,0.0354,0.0272,0.0,0.145,0.114,98.825,4,4H1FdAyWZBNzwcHFQYeGy6,"['2Hchwjfl1DioXcIwbOJkus', '229NvsczXKwdH0DkPg4uwT']",['future bass'],Wishes,"Grant, McCall","Grant, McCall - Wishes.mp3",241.35,B major,0.7756669809501315,1B,100.44642857142857,"121.03466666666667,216.20266666666666,239.30666666666667","74.528,112.42666666666666,223.22133333333332",4.0,"74.528,112.42666666666666,216.20266666666666,239.30666666666667"
0.547,0.96,11,-1.257,0,0.367,0.0268,0.0228,0.874,0.476,149.971,4,7xa7Rlg9vLEyncnxAfcoRU,['25oLRSUjJk4YHNUsQXk7Ut'],"['glitch hop', 'jazztronica', 'livetronica', 'jamtronica']",Laser Fire,GRiZ,GRiZ - Laser Fire.mp3,213.808,G# minor,0.5315695008139886,1A,148.02631578947367,"38.154666666666664,77.216,159.88266666666667","162.496,172.608,211.47733333333332",5.0,"38.154666666666664,77.216,159.88266666666667,172.608,211.47733333333332"
0.618,0.956,4,-3.062,0,0.0435,0.0205,0.33,0.219,0.772,100.02,4,0qNGrApRFbmdoD7t436U44,['25oLRSUjJk4YHNUsQXk7Ut'],"['glitch hop', 'jazztronica', 'livetronica', 'jamtronica']",Your Light,GRiZ,GRiZ - Your Light.mp3,235.568,F major,0.5300134040831257,7B,100.44642857142857,"115.43466666666667,151.52,230.976","4.8,18.016,230.45333333333335",5.0,"4.8,18.016,115.43466666666667,151.52,230.976"
0.69,0.809,1,-3.21,1,0.216,0.00766,0.422,0.187,0.369,126.02,4,7Llqq3e3Hf4ICVJNBi2muE,['1YYJxpOXYk1z1WtqdeLMkn'],"['bass house', 'dubstep', 'gaming dubstep', 'complextro', 'filthstep', 'electro house', 'electronic trap']",Infinite,Habstrakt,Habstrakt - Infinite.mp3,230.387,F# minor,0.5462026995805985,11A,125.0,"46.29333333333334,121.10933333333334,137.78133333333332","53.45066666666666,62.144,222.464",5.0,"46.29333333333334,62.144,121.10933333333334,137.78133333333332,222.464"
0.842,0.904,9,-3.791,0,0.21,0.0454,0.0751,0.107,0.479,127.992,4,2M6q0h0VkO82wjSADnE3i9,"['1YYJxpOXYk1z1WtqdeLMkn', '67dClEyrx8SQ6gqe7r8PR4']","['bass house', 'dubstep', 'gaming dubstep', 'complextro', 'filthstep', 'electro house', 'electronic trap']",I Wanna,"Habstrakt, Jace Mek","Habstrakt, Jace Mek - I Wanna.mp3",195.926,D# minor,0.29559139332102885,2A,127.8409090909091,"44.23466666666667,105.77066666666667,129.57866666666666","14.346666666666666,136.37333333333333,165.376",5.0,"14.346666666666666,44.23466666666667,105.77066666666667,129.57866666666666,165.376"
0.824,0.869,2,-4.793,1,0.0589,0.012,0.815,0.0991,0.368,129.0,4,3oQqVMMXp8oWftP8k524JS,"['1YYJxpOXYk1z1WtqdeLMkn', '2sfSQ1BOzaFQa3LZj6OGwD', '46z8E62fwg6cqxCLNB1FrI']","['tech house', 'bassline', 'bass house', 'vapor twitch', 'dubstep', 'gaming dubstep', 'complextro', 'filthstep', 'electro house', 'electronic trap']",Movie - SQWAD Remix,"Habstrakt, josh pan, SQWAD","Habstrakt, josh pan - Movie - SQWAD Remix.mp3",260.465,F minor,0.5474246584698046,4A,127.8409090909091,"29.290666666666667,72.46933333333334,249.952","29.237333333333332,59.477333333333334,249.58933333333334",4.0,"29.290666666666667,59.477333333333334,72.46933333333334,249.952"
0.544,0.285,4,-6.049,1,0.0289,0.917,0.00024,0.0977,0.126,78.973,4,3rJlE3EHSZcjOVI5fJZpgR,['5wVJpXzuKV6Xj7Yhsf2uYx'],['k-indie'],MIRROR,HANRORO,HANRORO - MIRROR.mp3,278.195,G# major,0.7895649817346255,4B,152.02702702702703,"69.14133333333334,170.99733333333333,255.12533333333334","70.31466666666667,170.368,243.584",4.0,"69.14133333333334,170.99733333333333,243.584,255.12533333333334"
0.731,0.647,0,-5.527,1,0.0486,0.0284,0.0191,0.0937,0.598,114.972,4,4WYmqQ1SBd43qmJU9k4b7n,"['7aUSp5cOZlwEtd5zPC795k', '00CYRdkMnA0mwfy1VQPA7X']","['canadian electronic', 'complextro', 'vapor twitch', 'future bass']",Tell Me - Ellis Remix,"Haywyre, ellis",Haywyre - Tell Me - Ellis Remix.mp3,172.515,D# minor,0.2627795909213457,2A,114.79591836734694,"49.64266666666666,82.848,100.576","48.842666666666666,82.76266666666666,98.92266666666667",3.0,"49.64266666666666,82.848,100.576"
0.527,0.983,11,-1.398,1,0.252,0.00272,0.564,0.192,0.339,128.225,4,5RRpWmpLVnZPukWYaedmsa,['43tAs3kRWvyu1B7eZOv2pp'],"['brostep', 'electronic trap', 'dubstep']",Move Mint - VIP,Herobust,Herobust - Move Mint - VIP.mp3,214.63,G# minor,0.3389592145524867,1A,127.8409090909091,"75.63733333333333,142.432,163.17866666666666","103.17866666666667,134.976,160.46933333333334",4.0,"75.63733333333333,103.17866666666667,134.976,163.17866666666666"
0.84,0.972,10,0.537,1,0.41,0.00316,0.00285,0.462,0.411,127.967,4,6WSbkV1MLI8jN7Tk85L0uC,['43tAs3kRWvyu1B7eZOv2pp'],"['brostep', 'electronic trap', 'dubstep']",WTF VIP - Herobust VIP Mix,Herobust,Herobust - WTF VIP - Herobust VIP Mix.mp3,210.0,G minor,0.3709700847279728,6A,127.8409090909091,"30.090666666666667,60.64,199.14666666666668","30.186666666666667,59.14666666666667,144.128",4.0,"30.090666666666667,60.64,144.128,199.14666666666668"
0.623,0.864,9,-4.766,1,0.0631,0.157,2.21e-05,0.0551,0.685,165.968,4,3lHduAzkZfhCIBORbcyc98,['7lbSsjYACZHn1MSDXPxNF2'],"['j-pop', 'japanese singer-songwriter', 'classic j-pop', 'anime']",Give Me A Reason,Hikaru Utada,Hikaru Utada - Give Me A Reason.mp3,387.367,D# major,0.8817340825314597,5B,110.29411764705883,"70.112,160.384,378.82666666666665","25.834666666666667,210.976,228.30933333333334",6.0,"25.834666666666667,70.112,160.384,210.976,228.30933333333334,378.82666666666665"
0.746,0.694,6,-7.639,1,0.0555,0.112,2.56e-06,0.119,0.577,93.992,4,5ry0F78a9G1SVPantWhZpK,['7lbSsjYACZHn1MSDXPxNF2'],"['j-pop', 'japanese singer-songwriter', 'classic j-pop', 'anime']",time will tell,Hikaru Utada,Hikaru Utada - time will tell.mp3,324.655,A major,0.6734589651279029,11B,92.21311475409836,"55.328,168.07466666666667,302.09066666666666","21.930666666666667,304.68266666666665,308.96",4.0,"21.930666666666667,55.328,168.07466666666667,302.09066666666666"
0.285,0.782,7,-6.243,0,0.126,0.0189,0.0233,0.0994,0.0793,149.951,3,501czsZhsXGZKJXB6Qxq1t,['18Eu7uJEMPWwwt1QUdCglQ'],[],Angst,INZO,INZO - Angst.mp3,191.659,F minor,0.7327259314563048,4A,119.68085106382979,"61.36533333333333,75.44533333333334,128.93866666666668","14.464,139.424,170.67733333333334",6.0,"14.464,61.36533333333333,75.44533333333334,128.93866666666668,139.424,170.67733333333334"
0.72,0.743,2,-7.861,1,0.0816,0.00555,0.562,0.433,0.176,125.027,4,2ez05kaHbFLyu70MMSNQpA,['18Eu7uJEMPWwwt1QUdCglQ'],[],Bass In Yo Face,INZO,INZO - Bass In Yo Face.mp3,185.891,A minor,0.4147772060598139,8A,125.0,"59.562666666666665,142.12266666666667,172.91733333333335","40.992,62.282666666666664,172.68266666666668",4.0,"40.992,59.562666666666665,142.12266666666667,172.91733333333335"
0.431,0.674,2,-4.725,1,0.346,0.0884,0.000805,0.106,0.168,207.147,4,2KFy8Mmkp1OvzXst0QxLyh,"['18Eu7uJEMPWwwt1QUdCglQ', '3ekno9ZGX4ccxPQbAbMfeR', '2twGthIPnZl1icD7K2jXx3']",[],Let It Slide,"INZO, Blookah, Leo Napier","INZO, Blookah, Leo Napier - Let It Slide.mp3",221.539,A# minor,0.39771706505313864,3A,104.16666666666667,"17.216,138.48533333333333,166.016","64.08533333333334,138.77333333333334,156.416",4.0,"17.216,64.08533333333334,138.48533333333333,156.416"
0.838,0.634,11,-7.018,1,0.258,0.101,0.13,0.143,0.526,163.0,4,0VYchQkqpeEyh95D1pWqy2,"['6aaMZ3fcfLv4tEbmY7bjRM', '4E2rKHVDssGJm2SCDOMMJB', '2TYRz7cFNZNPLUWRijsJNL']","['tennessee hip hop', 'alternative r&b', 'hip hop', 'rap', 'underground hip hop']",Wat U Sed,"Isaiah Rashad, Doechii, Kal Banx",Isaiah Rashad - Wat U Sed (feat. Doechii & Kal Banx).mp3,176.683,A minor,0.5424365460417708,8A,108.17307692307692,"11.68,165.13066666666666,167.232","11.637333333333334,17.450666666666667,161.92",2.0,"11.68,161.92"
0.848,0.708,1,-4.811,0,0.0599,0.483,0.00582,0.163,0.835,110.031,4,72jA4yrxxWkefvFUujVaN7,['0dUYLC7DLjeS8gIh8cz2Pq'],['alternative r&b'],Rendezvous,Jenevieve,Jenevieve - Rendezvous.mp3,176.893,B minor,0.810159528653356,10A,110.29411764705883,"18.090666666666667,143.488,174.28266666666667","138.70933333333332,141.248,173.62133333333333",3.0,"18.090666666666667,138.70933333333332,174.28266666666667"
0.931,0.238,5,-14.039,0,0.426,0.0439,0.0735,0.0975,0.434,114.963,4,1GOEgRr0Mm0mDjGisgnC6y,['2tW7TitNzNibILuWCEhBLS'],"['vapor twitch', 'future bass']",Jam,JNTHN STEIN,JNTHN STEIN - Jam.mp3,216.361,C minor,0.3258359057598466,5A,114.79591836734694,"19.946666666666665,115.73333333333333,147.04","30.912,113.74933333333334,149.056",4.0,"19.946666666666665,30.912,115.73333333333333,147.04"
0.771,0.59,2,-8.038,1,0.0289,0.625,0.492,0.143,0.865,110.006,4,6cOGSlZKf1nJMiNs13qZnq,['1AbLfK2cwcwDcmiqyHQVF8'],[],HONEYMOON,Jo Hill,Jo Hill - HONEYMOON.mp3,193.714,A# major,0.8588998063160627,6B,110.29411764705883,"16.213333333333335,35.754666666666665,117.504","9.002666666666666,17.141333333333332,174.44266666666667",4.0,"9.002666666666666,35.754666666666665,117.504,174.44266666666667"
0.704,0.523,1,-10.533,1,0.034,0.226,3.18e-05,0.142,0.917,128.016,4,6IM6my88zQCsfcibBqKl2L,"['2izgD6xMmNboivbb1A6PHE', '2Y65mGq91IEC2tfXNotVQ2']",[],Come and Go,"jomm, readyaimfire27","jomm, readyaimfire27 - Come and Go.mp3",203.027,E major,0.48427864526740183,12B,127.8409090909091,"15.989333333333333,45.00266666666667,61.077333333333335","15.509333333333334,195.31733333333332,200.8",4.0,"15.989333333333333,45.00266666666667,61.077333333333335,195.31733333333332"
0.781,0.663,1,-4.435,0,0.0664,0.0506,0.0011,0.0693,0.653,125.947,4,0uoAGXa0d4KrOtNHmFdFnb,"['1qq5e02CcWNFqZMbmdrIcj', '1DNFG0VEHD2Vk5ESUEPuOM']","['pop edm', 'dutch house']",I Don't Speak French (Adieu),"Jonas Aden, RebMoe","Jonas Aden, RebMoe - I Don't Speak French (Adieu).mp3",137.896,G# minor,0.42642258091273716,1A,125.0,"30.965333333333334,74.848,106.76266666666666","30.858666666666668,75.776,89.888",4.0,"30.965333333333334,74.848,89.888,106.76266666666666"
0.767,0.672,6,-5.88,1,0.0453,0.506,0.000119,0.0501,0.924,127.996,4,5rHg6ZHa58QpapXBFCpbRp,['1bkxOwOWP9R4SzB6poMhtQ'],['uk pop'],jealous in my dreams,Josie Man,Josie Man - jealous in my dreams.mp3,174.398,A minor,0.5856442232082125,8A,127.8409090909091,"19.498666666666665,127.09333333333333,141.16266666666667","127.17866666666667,146.12266666666667,172.18133333333333",4.0,"19.498666666666665,127.09333333333333,141.16266666666667,172.18133333333333"
0.675,0.993,0,-1.887,0,0.106,0.00241,0.594,0.158,0.103,136.012,4,4kHBHWImDEER3i2iV7zyrJ,['24neLwyYRyj4ItaGnFeIT0'],"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",4AM,JOYRYDE,JOYRYDE - 4AM.mp3,269.123,F minor,0.6952827136228207,4A,137.1951219512195,"42.602666666666664,203.648,241.13066666666666","14.965333333333334,42.016,242.09066666666666",4.0,"14.965333333333334,42.602666666666664,203.648,241.13066666666666"
0.689,0.351,4,-8.691,0,0.0632,0.32,0.864,0.348,0.162,75.006,4,2MsgPJQZMfAoDyXAfqqPZs,['55FVjkpZs1zuo3zqBgrKtC'],"['melodic dubstep', 'future bass']",I Feel It,Kaivon,Kaivon - I Feel It.mp3,164.541,G# minor,0.8157601986131778,1A,148.02631578947367,"64.128,96.192,121.248","108.43733333333333,122.02666666666667,154.95466666666667",5.0,"64.128,96.192,108.43733333333333,121.248,154.95466666666667"
0.814,0.619,5,-5.488,0,0.0377,0.0043,3.38e-05,0.241,0.831,118.001,4,6rSYU9zEUCwbW1PN8LgPfZ,['6TQj5BFPooTa08A7pk8AQ1'],"['progressive electro house', 'vocal house', 'progressive house', 'edm', 'pop dance', 'electro house']",Hot Wheels,Kaskade,Kaskade - Hot Wheels.mp3,163.112,G minor,0.6201177501705385,6A,117.1875,"55.221333333333334,80.576,113.09866666666667","7.776,55.232,81.29066666666667",4.0,"7.776,55.221333333333334,80.576,113.09866666666667"
0.728,0.971,1,-4.232,1,0.1,0.0029,0.869,0.0633,0.192,127.994,4,1os37uqIfusxMNX15CWE0p,"['6TQj5BFPooTa08A7pk8AQ1', '72rZmJbRFSY6IFJAysfOdr']","['progressive electro house', 'brass band', 'brass band pop', 'vocal house', 'progressive house', 'edm', 'pop dance', 'electro house']",Jorts FTW,"Kaskade, Too Many Zooz","Kaskade, Too Many Zooz - Jorts FTW.mp3",233.195,G minor,0.5237607885231473,6A,127.8409090909091,"112.08533333333334,156.93866666666668,189.44","14.261333333333333,92.26666666666667,157.728",5.0,"14.261333333333333,92.26666666666667,112.08533333333334,156.93866666666668,189.44"
0.63,0.408,6,-8.968,0,0.0377,0.206,0.0,0.0908,0.244,119.007,4,2sL4GhaC3lSbQYLWxAJIj5,['2nDC4PH8XE1gHeeAxVLXRO'],['korean r&b'],Faux,KATIE,KATIE - Faux.mp3,154.009,F# minor,0.7544810357898896,11A,119.68085106382979,"7.573333333333333,72.75733333333334,97.23733333333334","2.3253333333333335,24.458666666666666,131.488",5.0,"2.3253333333333335,24.458666666666666,72.75733333333334,97.23733333333334,131.488"
0.527,0.756,3,-2.919,1,0.0578,0.0799,0.0,0.31,0.457,124.118,4,1VviocEvd6zv4xudscXgcj,"['714O3xvBNiclo82vxBn8Bf', '3eOyGULyH8dDoCBQMuLYZC', '4ojIlQlez4Z7L3jTiasTVr']","['japanese edm', 'brostep', 'kawaii edm', 'future bass', 'vapor twitch', 'kawaii future bass', 'electro house']",IN YOUR EYES 「瞳の中で」,"k?d, KOTONOHOUSE, RANASOL","kd, KOTONOHOUSE, RANASOL - IN YOUR EYES 「瞳の中で」.mp3",248.877,A major,0.7999022047694039,11B,125.0,"147.424,162.70933333333332,232.512","130.45333333333335,161.26933333333332,231.12533333333334",4.0,"130.45333333333335,147.424,162.70933333333332,232.512"
0.394,0.282,8,-9.873,1,0.0367,0.928,0.0,0.342,0.296,118.317,4,3r9eGg4SVPbhtiPTA9UkmK,['3pc0bOVB5whxmD50W79wwO'],['chill r&b'],us,keshi,keshi - us.mp3,242.782,A major,0.6539734731314486,11B,119.68085106382979,"78.96533333333333,124.53333333333333,174.72","9.674666666666667,18.090666666666667,234.00533333333334",5.0,"9.674666666666667,78.96533333333333,124.53333333333333,174.72,234.00533333333334"
0.871,0.632,8,-5.888,0,0.331,0.312,0.0,0.256,0.759,83.084,4,19QvAYMXYN4iQMlzer1JEC,"['08c5z2rVpcPu7QylOxQCFA', '3VQDqjQ4wJyw8PzpGdlZpB']","['k-rap', 'korean r&b']",BASS,"Khakii, Colde","Khakii, Colde - BASS.mp3",197.441,E minor,0.6109719217271428,9A,165.44117647058823,"10.165333333333333,162.944,183.424","162.09066666666666,174.31466666666665,184.88533333333334",3.0,"10.165333333333333,162.944,174.31466666666665"
0.714,0.605,8,-7.386,0,0.0826,0.223,0.0826,0.116,0.24,119.989,4,3Yx048KQgtu6XfX1ERHVsg,"['6BNaPZdAIZAJnbgJRiZz2w', '5CPsScBTPYY11Lv4Eb7k4t', '1kwGj7uDO5WXVXtQLvGJr0']","['chillstep', 'swedish pop', 'vapor twitch', 'future bass', 'complextro', 'melodic dubstep', 'filthstep', 'aussietronica', 'electro house', 'electronic trap']",Red Lights,"Kill Paris, Dotter, Just A Gent",Kill Paris - Red Lights (feat. Dotter) [Just A Gent Remix].mp3,225.573,B minor,0.6762577266362165,10A,119.68085106382979,"127.33866666666667,147.02933333333334,213.83466666666666","98.752,126.32533333333333,160.24533333333332",5.0,"98.752,127.33866666666667,147.02933333333334,160.24533333333332,213.83466666666666"
0.901,0.933,0,-6.682,1,0.329,0.12,0.018,0.367,0.731,132.074,4,4Yle7wcY0QlX7ffxKZD14v,"['6Ms0X2j7OXWcNsqEx0BjjQ', '7hJcb9fa4alzcOq3EaNPoG', '3g0DbKEHTFujAco7WbHtc3', '3ICyfoySNDZqtBVmaBT84I', '2JQBQCsZW4fQ8gKnXfJfux']","['hip hop', 'rap', 'soul', 'classic soul', 'p funk', 'motown', 'funk', 'g funk', 'pop rap', 'gangster rap', 'west coast rap']",Low Rider (2livemafia Remix),"Klypso, Snoop Dogg, Doggface, War, 2livemafia","Klypso, Snoop Dogg, Doggface, War - Low Rider (2livemafia Remix).mp3",182.962,G minor,0.4492062099980694,6A,130.8139534883721,"5.493333333333333,127.60533333333333,169.024","78.21866666666666,94.06933333333333,167.08266666666665",5.0,"5.493333333333333,78.21866666666666,94.06933333333333,127.60533333333333,169.024"
0.762,0.869,11,-5.203,0,0.106,7.29e-05,0.00899,0.337,0.485,125.978,4,37QX8KdezCW8kMqe7z5CdT,"['6mmSS7itNWKbapgG2eZbIg', '3534yWWzmxx8NbKVoNolsK']","['progressive electro house', 'house', 'bassline', 'edm', 'complextro', 'electro house']",REWiND - Wolfgang Gartner Remix,"Knock2, Wolfgang Gartner",Knock2 - REWiND - Wolfgang Gartner Remix.mp3,185.616,F minor,0.38781007187208716,4A,125.0,"30.634666666666668,91.14666666666666,121.84533333333333","60.48,91.712,149.09866666666667",5.0,"30.634666666666668,60.48,91.14666666666666,121.84533333333333,149.09866666666667"
