danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_id,artist_ids,genre_list,track_name,artist_names,filename
0.871,0.797,10,-3.838,0,0.087,0.000194,0.58,0.335,0.295,123.967,4,7kQsjcgYkpLv9204Z7Tdyo,"['5R3Hr2cnCCjt220Jmt2xLf', '1wqW0IQWC7V7jktcjVHID6']","['progressive electro house', 'brostep', 'slap house', 'moombahton', 'edm', 'pop dance', 'electro house']",DFR - Black Caviar Remix,"Dillon Francis, Black Caviar",Dillon Francis - DFR - Black Caviar Remix.mp3
0.751,0.857,5,-3.704,1,0.0947,0.00394,0.428,0.0766,0.391,112.036,4,5hzYhY7jXXNdflaNlV84OX,['5R3Hr2cnCCjt220Jmt2xLf'],"['progressive electro house', 'brostep', 'slap house', 'moombahton', 'edm', 'pop dance', 'electro house']",Still Not Butter,Dillon Francis,Dillon Francis - Still Not Butter.mp3
0.77,0.85,10,-4.224,0,0.0985,0.00196,0.00168,0.394,0.256,124.966,4,1NrEyyjvua6JwZcyvcSqpn,"['5R3Hr2cnCCjt220Jmt2xLf', '4ckLjJztj53Ifid7WHweBn', '7rFc34fdSTTZfBakJjpGSq']","['progressive electro house', 'brostep', 'slap house', 'moombahton', 'edm', 'turkish pop', 'pop dance', 'electro house']",Real Love - Shelco Garcia & Teenwolf Remix,"Dillon Francis, Aleyna Tilki, Shelco Garcia & Teenwolf","Dillon Francis, Aleyna Tilki - Real Love - Shelco Garcia & Teenwolf Remix.mp3"
0.67,0.835,8,-5.341,1,0.051,0.00359,0.0514,0.0407,0.506,129.018,4,5VyFOIwT1wcfllfyx5TaGM,"['5R3Hr2cnCCjt220Jmt2xLf', '02kJSzxNuaWGqwubyUba0Z', '5jm3x1qIibWdKSEMw2G011']","['progressive electro house', 'indie pop rap', 'dutch edm', 'rap', 'bass house', 'brostep', 'slap house', 'moombahton', 'edm', 'oakland hip hop', 'pop dance', 'pop rap', 'electro house', 'electronic trap']",Say Less - Dillon Francis & Moksi Remix,"Dillon Francis, G-Eazy, Moksi","Dillon Francis, G-Eazy - Say Less - Dillon Francis & Moksi Remix.mp3"
0.788,0.621,9,-7.768,1,0.0526,0.00117,0.895,0.0751,0.183,126.001,4,3GQJpl9PeV5RgAJ1OCzrQj,['1M1DknkrhbuC17RUTHcOXC'],[],Wormhole,Dillon Marinez,Dillon Marinez - Wormhole.mp3
0.761,0.786,11,-9.311,1,0.0613,0.000151,0.703,0.211,0.796,126.985,4,6tcAIvGYzQP9dVb28BjANR,['0Ut5FcDeEgaM9PM3LvnH6j'],"['tech house', 'bass house']",Feel Alright,Dillon Nathaniel,Dillon Nathaniel - Feel Alright.mp3
0.735,0.883,1,-5.916,1,0.0718,0.0036,0.817,0.298,0.202,126.006,4,4JPUcOtfX6TL3vJk9CtAwN,['0Ut5FcDeEgaM9PM3LvnH6j'],"['tech house', 'bass house']",Obsessions,Dillon Nathaniel,Dillon Nathaniel - Obsessions.mp3
0.618,0.824,10,-5.708,0,0.0937,0.057,0.000241,0.158,0.55,125.011,4,2M0wZ9iOCsul9PgKCHnIWT,"['6nS5roXSAGhTGr34W6n7Et', '163tK9Wjr9P9DmM0AVK7lm', '3TaUSUXn41GixL7zbvrIDt']","['house', 'pop', 'indietronica', 'fidget house', 'canadian electronic', 'metropopolis', 'turntablism', 'nz pop', 'edm', 'art pop', 'electro house', 'electronic trap', 'uk dance']",Magnets - A-Trak Remix,"Disclosure, Lorde, A-Trak","Disclosure, Lorde - Magnets - A-Trak Remix.mp3"
0.875,0.58,5,-7.339,0,0.308,0.0305,0.0,0.0671,0.628,159.981,4,6eQeEaNOXDtRk2sk3UJGFw,"['5vEZZrTMbKhrd5Mgs37m8p', '22CyfYzF7NMyITy8gKIYT5', '0qMwn0A1NkYRIo8jyOMygH', '1VfoD8dL4kTZm8K591uz3q', '1Vf1H37mPCwbwQXf4NI14R', '0R9SPor6ESTsCVCb3NPhGD']","['j-rap', 'japanese trap']",JET MODE,"DJ CHARI, DJ TATSUKI, ZOT on the WAVE, Tyson, SANTAWORLDVIEW, MonyHorse","DJ CHARI, DJ TATSUKI, ZOT on the WAVE, Tyson, SANTAWORLDVIEW, MonyHorse - JET MODE.mp3"
0.8,0.574,1,-7.707,1,0.0651,0.00502,0.822,0.132,0.342,124.003,4,59EjnzEsU4eTSXoQoQJ8bT,"['6nxYdBHCGZ8bBM7sGhqxSC', '5R3Hr2cnCCjt220Jmt2xLf']","['progressive electro house', 'brostep', 'slap house', 'moombahton', 'edm', 'pop dance', 'electro house']",Gumby,"DJ Hanzel, Dillon Francis","DJ Hanzel, Dillon Francis - Gumby.mp3"
0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,4,0W6I02J9xcqK8MtSeosEXb,['5cj0lLjcoR7YOSnhnX0Po5'],"['pop', 'dance pop']",Get Into It (Yuh),Doja Cat,Doja Cat - Get Into It (Yuh).mp3
0.764,0.705,8,-3.463,1,0.0284,0.259,8.92e-05,0.12,0.781,110.97,4,3DarAbFujv6eYNliUTyqtz,"['5cj0lLjcoR7YOSnhnX0Po5', '7tYKF4w9nC0nq9CsPZTHyP']","['r&b', 'pop', 'dance pop', 'rap']",Kiss Me More,"Doja Cat, SZA",Doja Cat - Kiss Me More (feat. SZA).mp3
0.824,0.764,5,-4.175,0,0.0854,0.0888,0.00294,0.117,0.881,107.998,4,6Uj1ctrBOjOas8xZXGqKk4,['5cj0lLjcoR7YOSnhnX0Po5'],"['pop', 'dance pop']",Woman,Doja Cat,Doja Cat - Woman.mp3
0.643,0.941,8,-5.243,0,0.0377,0.0599,0.756,0.157,0.174,126.01,4,602wo0wA2pEjcZYX7X2uNh,"['205i7E8fNVfojowcQSfK9m', '4qOzMSukiZoiSjPQw8Zs7s', '24DO0PijjITGIEWsO8XaPs']","['house', 'indietronica', 'swiss pop', 'deep groove house', 'electra', 'deep house', 'progressive house', 'australian house', 'aussietronica', 'melodic house']",Strangers (with Mansionair),"Dom Dolla, Mansionair",Dom Dolla - Strangers (with Mansionair).mp3
0.851,0.742,0,-6.126,1,0.0377,0.0259,0.256,0.111,0.236,123.033,4,14fIlfcmFPlj4V2IazeJ25,['205i7E8fNVfojowcQSfK9m'],"['deep groove house', 'house', 'australian house']",Take It,Dom Dolla,Dom Dolla - Take It.mp3
0.847,0.934,9,-5.381,1,0.0442,0.00783,0.492,0.0797,0.862,126.035,4,4vEHTE0TocuaKZqiSq0UIS,['2GVtgxcx7jg5xVCZsIHSGN'],"['house', 'tech house', 'electro house', 'bass house']",Soul Sacrifice,Dombresky,Dombresky - Soul Sacrifice.mp3
0.681,0.58,8,-9.496,1,0.0612,0.319,3.77e-05,0.099,0.368,100.506,4,190fPjBiTtTKbfOSuJOjhv,['6u6AbTVrbabv27DLcSrF8i'],"['alternative r&b', 'modern indie pop']",Stop Calling The Police On Me,Dreamer Isioma,Dreamer Isioma - Stop Calling The Police On Me.mp3
0.717,0.372,11,-12.878,0,0.0278,0.374,0.296,0.117,0.735,90.323,4,2ax9yh9o3eJWbJZbF8tDvj,['6u6AbTVrbabv27DLcSrF8i'],"['alternative r&b', 'modern indie pop']",Valentina,Dreamer Isioma,Dreamer Isioma - Valentina.mp3
0.711,0.416,4,-6.083,1,0.0441,0.705,0.00461,0.0875,0.377,130.332,4,0WQnDBo5oqSnCDag5hSwVw,['59MDSNIYoOY0WRYuodzJPD'],"['vapor twitch', 'future bass']",Wild,Duskus,Duskus - Wild.mp3
0.909,0.651,11,-5.672,0,0.105,0.161,0.0437,0.0923,0.895,124.026,4,6j4j6iRR0Ema531o5Yxr2T,"['31Eea8xaK1xAMyJy2iWE0z', '2izgj6WOKJsuCRCQUKOoVO']","['deep groove house', 'dance pop', 'uk dance']",Memories,"Eden Prince, Nonô","Eden Prince, Nonô - Memories.mp3"
0.366,0.76,7,-6.497,0,0.0626,0.232,0.641,0.0822,0.139,159.972,4,15k0vHvBreGYZAZeuLi0NY,"['0Y0QSi6lz1bPik5Ffjr8sd', '21AUdblPrTRzkvJn8FGrlk']","['canadian electronic', 'brostep', 'vapor twitch', 'future bass', 'edm', 'electro house', 'electronic trap']",Power,"Ekali, NITTI","Ekali, NITTI - Power.mp3"
0.72,0.718,7,-5.285,0,0.0546,0.00195,0.158,0.35,0.33,122.003,4,5BWpRTmIud6QuaKxZI4Ilr,['2nwPBvsuf070C7KYSWoXbD'],[],Summer Of Saigon,Elephant Heart,Elephant Heart - Summer Of Saigon.mp3
0.706,0.468,4,-7.326,1,0.0253,0.13,0.00135,0.102,0.768,105.015,4,3SlzwAZ8BH5xZvfQjpSChY,['6xgvgzXNv3ymcITXTrxRaA'],"['electropop', 'alt z']",@elio.irl,ELIO,ELIO - @elio.irl.mp3
0.79,0.74,1,-6.31,1,0.0538,0.000325,0.255,0.0448,0.474,118.009,4,6eJEvusOC02GMOArociVqe,"['6wKxOKEA3K6R2UZ3COLXEY', '2FwJwEswyIUAljqgjNSHgP']","['la pop', 'electropop', 'indie poptimism', 'uk dance']",Good Day Bad Day - Snakehips Remix,"Elohim, Snakehips",Elohim - Good Day Bad Day - Snakehips Remix.mp3
0.227,0.902,6,-4.797,0,0.325,0.00912,0.2,0.0654,0.0718,176.063,4,0BNYamtbh8ifYgvShfdeMD,"['2c2X6dr1PHctH24BxNOjHi', '0gXx2aQ2mfovDfqCw10MQC']","['brostep', 'vapor twitch', 'wonky', 'glitch hop', 'experimental bass', 'downtempo bass', 'electronic trap']",Daemon Veil,"Eprom, G Jones","Eprom, G Jones - Daemon Veil.mp3"
0.61,0.661,2,-4.892,1,0.0423,0.00281,0.0222,0.123,0.276,119.99,4,1IUZh86P1U3w8i245mhzJi,['3ubv8WIA649ar6dwEH6ATm'],"['livetronica', 'funk rock']",Going Down Slow,Exmag,Exmag - Going Down Slow.mp3
0.634,0.642,11,-6.102,1,0.154,0.0516,0.0,0.285,0.429,97.987,4,6Azp3ArWtIFOitzRKMCfQT,['5oLb41tSEDtY357HGJCIK9'],['japanese dance pop'],Departure,FAKY,FAKY - Departure.mp3
0.73,0.804,9,-3.682,0,0.0645,0.194,0.0,0.344,0.441,130.094,4,32xcUwMaqqfyrKxZmTvUD2,['5oLb41tSEDtY357HGJCIK9'],['japanese dance pop'],little more,FAKY,FAKY - little more.mp3
0.87,0.87,0,-5.652,1,0.158,0.00341,0.285,0.351,0.776,122.001,4,1z781vLuCqFGa3ba6pUGxQ,['5FWi1mowu6uiU2ZHwr1rby'],"['brostep', 'edm', 'complextro', 'filthstep', 'electro house']",Frank Frazetta,Feed Me,Feed Me - Frank Frazetta.mp3
0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,4,739WUU1tPFLO4x4HJq561K,['4GJ6xDCF5jaUqD6avOuQT6'],['k-pop girl group'],Cupid - Twin Ver.,FIFTY FIFTY,FIFTY FIFTY - Cupid - Twin Ver..mp3
0.729,0.965,2,-5.711,1,0.0624,0.00176,0.66,0.0973,0.744,125.021,4,2KXwJZv1pRQFQ95Kj60jBN,['1VJ0briNOlXRtJUAzoUJdt'],"['house', 'australian house']",Losing It - Radio Edit,FISHER,FISHER - Losing It - Radio Edit.mp3
0.859,0.824,8,-7.207,1,0.0512,0.0242,0.66,0.205,0.882,124.015,4,627JZ3dVd88Xc5IoHOeNT5,['1VJ0briNOlXRtJUAzoUJdt'],"['house', 'australian house']",Stop It,FISHER,FISHER - Stop It.mp3
0.729,0.633,6,-5.202,1,0.0394,0.262,1.2e-05,0.078,0.279,115.93,4,06gtPF7fljlItis2PohQP0,"['6nxWCVXbOlEVRexSbLsTer', '0ROrzjhRCZbJil5PjS9yG9']","['indietronica', 'edm', 'downtempo', 'australian indie', 'australian dance', 'australian electropop']",Rhinestone 1.7.2 [2018 Export Wav] feat. Isabella Manfredi,"Flume, Isabella Manfredi",Flume - Rhinestone 1.7.2 [2018 Export Wav] feat. Isabella Manfredi.mp3
0.803,0.858,10,-4.019,1,0.0538,0.0111,0.096,0.0766,0.862,121.989,4,5SB73InpxuEQ20qEWhOQFV,['5Am25tT39BPzreHngMkuux'],"['german techno', 'german tech house', 'minimal techno']",Chunky,Format:B,Format-B - Chunky.mp3
0.76,0.669,5,-9.105,0,0.285,0.0757,0.0215,0.77,0.215,112.023,4,6Ao5d7TMQ92h87jQqSHGyw,['4oLeXFyACqeem2VImYeBFe'],"['house', 'edm', 'stutter house']",Kyle (i found you),Fred again..,Fred again.. - Kyle (i found you).mp3
0.731,0.189,2,-15.471,1,0.0515,0.942,0.000106,0.357,0.527,81.905,4,35RU9s9Oytg6N8k0xxtKtG,"['74ldwS36YOZpiNSBf2XYBs', '0y2buXFUJCd2dnhkVCkRDg']",[],生きていくだけで,"FUKUSHIGE MARI, Ruri",FUKUSHIGE MARI - 生きていくだけで (feat. Ruri).mp3
0.5,0.815,1,-5.051,1,0.127,0.0958,0.0389,0.0877,0.135,160.018,4,7G0Yar2BaHpKW4GrD9SOXS,['0gXx2aQ2mfovDfqCw10MQC'],"['glitch hop', 'brostep', 'vapor twitch', 'electronic trap']",Understanding the Possibility,G Jones,G Jones - Understanding the Possibility.mp3
0.655,0.886,1,-5.496,1,0.237,0.0827,0.308,0.0996,0.642,123.452,4,6xlhKKbbx7pHW6F1oXW2bf,['0gXx2aQ2mfovDfqCw10MQC'],"['glitch hop', 'brostep', 'vapor twitch', 'electronic trap']",Which Way,G Jones,G Jones - Which Way.mp3
0.762,0.797,5,-2.71,1,0.135,0.117,0.0,0.202,0.525,122.066,4,5kgqTe1BM720OjU78TGYDw,"['4sTQVOfp9vEMCemLw50sbu', '6mPZJXtFVaakznkRxdgWtC']","['pop dance', 'edm', 'dance pop', 'pop']",Tell Me You Love Me,"Galantis, Throttle","Galantis, Throttle - Tell Me You Love Me.mp3"
0.569,0.791,6,-6.757,1,0.0355,0.143,0.655,0.109,0.298,139.78,4,2QbTsEUF97LixvDbyKUdCj,"['4kubsO16bEfCADaVUyoYb6', '7MoIc5s9KXolCBH1fy9kkw', '4AGwPDdh1y8hochNzHy5HC']","['nu disco', 'indie rock', 'indietronica', 'shimmer pop', 'metropopolis', 'vapor twitch', 'future bass', 'eugene indie', 'indie pop', 'art pop', 'philly indie', 'chillwave']",Maybes,"Giraffage, Japanese Breakfast","Giraffage, Japanese Breakfast - Maybes.mp3"
0.61,0.622,11,-8.05,0,0.0985,0.524,0.0104,0.354,0.467,135.835,4,10hFslvFmtAfmEUhcCHyE3,"['6M7RdR9ZP52h2mfNLmiHtU', '2Ju0kEPJxYUo0XM2PNUGeL']","['dutch house', 'dominican indie', 'brostep', 'edm', 'pop dance', 'electro house', 'electronic trap']",True Romance,"Good Times Ahead, Jarina De Marco, Chris Lake",Good Times Ahead - True Romance (feat. Jarina De Marco) - Chris Lake Remix.mp3
0.244,0.721,1,-4.715,1,0.0354,0.0272,0.0,0.145,0.114,98.825,4,4H1FdAyWZBNzwcHFQYeGy6,"['2Hchwjfl1DioXcIwbOJkus', '229NvsczXKwdH0DkPg4uwT']",['future bass'],Wishes,"Grant, McCall","Grant, McCall - Wishes.mp3"
0.547,0.96,11,-1.257,0,0.367,0.0268,0.0228,0.874,0.476,149.971,4,7xa7Rlg9vLEyncnxAfcoRU,['25oLRSUjJk4YHNUsQXk7Ut'],"['glitch hop', 'jazztronica', 'livetronica', 'jamtronica']",Laser Fire,GRiZ,GRiZ - Laser Fire.mp3
0.618,0.956,4,-3.062,0,0.0435,0.0205,0.33,0.219,0.772,100.02,4,0qNGrApRFbmdoD7t436U44,['25oLRSUjJk4YHNUsQXk7Ut'],"['glitch hop', 'jazztronica', 'livetronica', 'jamtronica']",Your Light,GRiZ,GRiZ - Your Light.mp3
0.69,0.809,1,-3.21,1,0.216,0.00766,0.422,0.187,0.369,126.02,4,7Llqq3e3Hf4ICVJNBi2muE,['1YYJxpOXYk1z1WtqdeLMkn'],"['bass house', 'dubstep', 'gaming dubstep', 'complextro', 'filthstep', 'electro house', 'electronic trap']",Infinite,Habstrakt,Habstrakt - Infinite.mp3
0.842,0.904,9,-3.791,0,0.21,0.0454,0.0751,0.107,0.479,127.992,4,2M6q0h0VkO82wjSADnE3i9,"['1YYJxpOXYk1z1WtqdeLMkn', '67dClEyrx8SQ6gqe7r8PR4']","['bass house', 'dubstep', 'gaming dubstep', 'complextro', 'filthstep', 'electro house', 'electronic trap']",I Wanna,"Habstrakt, Jace Mek","Habstrakt, Jace Mek - I Wanna.mp3"
0.824,0.869,2,-4.793,1,0.0589,0.012,0.815,0.0991,0.368,129.0,4,3oQqVMMXp8oWftP8k524JS,"['1YYJxpOXYk1z1WtqdeLMkn', '2sfSQ1BOzaFQa3LZj6OGwD', '46z8E62fwg6cqxCLNB1FrI']","['tech house', 'bassline', 'bass house', 'vapor twitch', 'dubstep', 'gaming dubstep', 'complextro', 'filthstep', 'electro house', 'electronic trap']",Movie - SQWAD Remix,"Habstrakt, josh pan, SQWAD","Habstrakt, josh pan - Movie - SQWAD Remix.mp3"
0.544,0.285,4,-6.049,1,0.0289,0.917,0.00024,0.0977,0.126,78.973,4,3rJlE3EHSZcjOVI5fJZpgR,['5wVJpXzuKV6Xj7Yhsf2uYx'],['k-indie'],MIRROR,HANRORO,HANRORO - MIRROR.mp3
0.731,0.647,0,-5.527,1,0.0486,0.0284,0.0191,0.0937,0.598,114.972,4,4WYmqQ1SBd43qmJU9k4b7n,"['7aUSp5cOZlwEtd5zPC795k', '00CYRdkMnA0mwfy1VQPA7X']","['canadian electronic', 'complextro', 'vapor twitch', 'future bass']",Tell Me - Ellis Remix,"Haywyre, ellis",Haywyre - Tell Me - Ellis Remix.mp3
0.527,0.983,11,-1.398,1,0.252,0.00272,0.564,0.192,0.339,128.225,4,5RRpWmpLVnZPukWYaedmsa,['43tAs3kRWvyu1B7eZOv2pp'],"['brostep', 'electronic trap', 'dubstep']",Move Mint - VIP,Herobust,Herobust - Move Mint - VIP.mp3
0.84,0.972,10,0.537,1,0.41,0.00316,0.00285,0.462,0.411,127.967,4,6WSbkV1MLI8jN7Tk85L0uC,['43tAs3kRWvyu1B7eZOv2pp'],"['brostep', 'electronic trap', 'dubstep']",WTF VIP - Herobust VIP Mix,Herobust,Herobust - WTF VIP - Herobust VIP Mix.mp3
0.623,0.864,9,-4.766,1,0.0631,0.157,2.21e-05,0.0551,0.685,165.968,4,3lHduAzkZfhCIBORbcyc98,['7lbSsjYACZHn1MSDXPxNF2'],"['j-pop', 'japanese singer-songwriter', 'classic j-pop', 'anime']",Give Me A Reason,Hikaru Utada,Hikaru Utada - Give Me A Reason.mp3
0.746,0.694,6,-7.639,1,0.0555,0.112,2.56e-06,0.119,0.577,93.992,4,5ry0F78a9G1SVPantWhZpK,['7lbSsjYACZHn1MSDXPxNF2'],"['j-pop', 'japanese singer-songwriter', 'classic j-pop', 'anime']",time will tell,Hikaru Utada,Hikaru Utada - time will tell.mp3
0.285,0.782,7,-6.243,0,0.126,0.0189,0.0233,0.0994,0.0793,149.951,3,501czsZhsXGZKJXB6Qxq1t,['18Eu7uJEMPWwwt1QUdCglQ'],[],Angst,INZO,INZO - Angst.mp3
0.72,0.743,2,-7.861,1,0.0816,0.00555,0.562,0.433,0.176,125.027,4,2ez05kaHbFLyu70MMSNQpA,['18Eu7uJEMPWwwt1QUdCglQ'],[],Bass In Yo Face,INZO,INZO - Bass In Yo Face.mp3
0.431,0.674,2,-4.725,1,0.346,0.0884,0.000805,0.106,0.168,207.147,4,2KFy8Mmkp1OvzXst0QxLyh,"['18Eu7uJEMPWwwt1QUdCglQ', '3ekno9ZGX4ccxPQbAbMfeR', '2twGthIPnZl1icD7K2jXx3']",[],Let It Slide,"INZO, Blookah, Leo Napier","INZO, Blookah, Leo Napier - Let It Slide.mp3"
0.838,0.634,11,-7.018,1,0.258,0.101,0.13,0.143,0.526,163.0,4,0VYchQkqpeEyh95D1pWqy2,"['6aaMZ3fcfLv4tEbmY7bjRM', '4E2rKHVDssGJm2SCDOMMJB', '2TYRz7cFNZNPLUWRijsJNL']","['tennessee hip hop', 'alternative r&b', 'hip hop', 'rap', 'underground hip hop']",Wat U Sed,"Isaiah Rashad, Doechii, Kal Banx",Isaiah Rashad - Wat U Sed (feat. Doechii & Kal Banx).mp3
0.848,0.708,1,-4.811,0,0.0599,0.483,0.00582,0.163,0.835,110.031,4,72jA4yrxxWkefvFUujVaN7,['0dUYLC7DLjeS8gIh8cz2Pq'],['alternative r&b'],Rendezvous,Jenevieve,Jenevieve - Rendezvous.mp3
0.931,0.238,5,-14.039,0,0.426,0.0439,0.0735,0.0975,0.434,114.963,4,1GOEgRr0Mm0mDjGisgnC6y,['2tW7TitNzNibILuWCEhBLS'],"['vapor twitch', 'future bass']",Jam,JNTHN STEIN,JNTHN STEIN - Jam.mp3
0.771,0.59,2,-8.038,1,0.0289,0.625,0.492,0.143,0.865,110.006,4,6cOGSlZKf1nJMiNs13qZnq,['1AbLfK2cwcwDcmiqyHQVF8'],[],HONEYMOON,Jo Hill,Jo Hill - HONEYMOON.mp3
0.704,0.523,1,-10.533,1,0.034,0.226,3.18e-05,0.142,0.917,128.016,4,6IM6my88zQCsfcibBqKl2L,"['2izgD6xMmNboivbb1A6PHE', '2Y65mGq91IEC2tfXNotVQ2']",[],Come and Go,"jomm, readyaimfire27","jomm, readyaimfire27 - Come and Go.mp3"
0.781,0.663,1,-4.435,0,0.0664,0.0506,0.0011,0.0693,0.653,125.947,4,0uoAGXa0d4KrOtNHmFdFnb,"['1qq5e02CcWNFqZMbmdrIcj', '1DNFG0VEHD2Vk5ESUEPuOM']","['pop edm', 'dutch house']",I Don't Speak French (Adieu),"Jonas Aden, RebMoe","Jonas Aden, RebMoe - I Don't Speak French (Adieu).mp3"
0.767,0.672,6,-5.88,1,0.0453,0.506,0.000119,0.0501,0.924,127.996,4,5rHg6ZHa58QpapXBFCpbRp,['1bkxOwOWP9R4SzB6poMhtQ'],['uk pop'],jealous in my dreams,Josie Man,Josie Man - jealous in my dreams.mp3
0.675,0.993,0,-1.887,0,0.106,0.00241,0.594,0.158,0.103,136.012,4,4kHBHWImDEER3i2iV7zyrJ,['24neLwyYRyj4ItaGnFeIT0'],"['bass house', 'brostep', 'edm', 'electro house', 'electronic trap']",4AM,JOYRYDE,JOYRYDE - 4AM.mp3
0.689,0.351,4,-8.691,0,0.0632,0.32,0.864,0.348,0.162,75.006,4,2MsgPJQZMfAoDyXAfqqPZs,['55FVjkpZs1zuo3zqBgrKtC'],"['melodic dubstep', 'future bass']",I Feel It,Kaivon,Kaivon - I Feel It.mp3
0.814,0.619,5,-5.488,0,0.0377,0.0043,3.38e-05,0.241,0.831,118.001,4,6rSYU9zEUCwbW1PN8LgPfZ,['6TQj5BFPooTa08A7pk8AQ1'],"['progressive electro house', 'vocal house', 'progressive house', 'edm', 'pop dance', 'electro house']",Hot Wheels,Kaskade,Kaskade - Hot Wheels.mp3
0.728,0.971,1,-4.232,1,0.1,0.0029,0.869,0.0633,0.192,127.994,4,1os37uqIfusxMNX15CWE0p,"['6TQj5BFPooTa08A7pk8AQ1', '72rZmJbRFSY6IFJAysfOdr']","['progressive electro house', 'brass band', 'brass band pop', 'vocal house', 'progressive house', 'edm', 'pop dance', 'electro house']",Jorts FTW,"Kaskade, Too Many Zooz","Kaskade, Too Many Zooz - Jorts FTW.mp3"
0.63,0.408,6,-8.968,0,0.0377,0.206,0.0,0.0908,0.244,119.007,4,2sL4GhaC3lSbQYLWxAJIj5,['2nDC4PH8XE1gHeeAxVLXRO'],['korean r&b'],Faux,KATIE,KATIE - Faux.mp3
0.527,0.756,3,-2.919,1,0.0578,0.0799,0.0,0.31,0.457,124.118,4,1VviocEvd6zv4xudscXgcj,"['714O3xvBNiclo82vxBn8Bf', '3eOyGULyH8dDoCBQMuLYZC', '4ojIlQlez4Z7L3jTiasTVr']","['japanese edm', 'brostep', 'kawaii edm', 'future bass', 'vapor twitch', 'kawaii future bass', 'electro house']",IN YOUR EYES 「瞳の中で」,"k?d, KOTONOHOUSE, RANASOL","kd, KOTONOHOUSE, RANASOL - IN YOUR EYES 「瞳の中で」.mp3"
0.394,0.282,8,-9.873,1,0.0367,0.928,0.0,0.342,0.296,118.317,4,3r9eGg4SVPbhtiPTA9UkmK,['3pc0bOVB5whxmD50W79wwO'],['chill r&b'],us,keshi,keshi - us.mp3
0.871,0.632,8,-5.888,0,0.331,0.312,0.0,0.256,0.759,83.084,4,19QvAYMXYN4iQMlzer1JEC,"['08c5z2rVpcPu7QylOxQCFA', '3VQDqjQ4wJyw8PzpGdlZpB']","['k-rap', 'korean r&b']",BASS,"Khakii, Colde","Khakii, Colde - BASS.mp3"
0.714,0.605,8,-7.386,0,0.0826,0.223,0.0826,0.116,0.24,119.989,4,3Yx048KQgtu6XfX1ERHVsg,"['6BNaPZdAIZAJnbgJRiZz2w', '5CPsScBTPYY11Lv4Eb7k4t', '1kwGj7uDO5WXVXtQLvGJr0']","['chillstep', 'swedish pop', 'vapor twitch', 'future bass', 'complextro', 'melodic dubstep', 'filthstep', 'aussietronica', 'electro house', 'electronic trap']",Red Lights,"Kill Paris, Dotter, Just A Gent",Kill Paris - Red Lights (feat. Dotter) [Just A Gent Remix].mp3
0.901,0.933,0,-6.682,1,0.329,0.12,0.018,0.367,0.731,132.074,4,4Yle7wcY0QlX7ffxKZD14v,"['6Ms0X2j7OXWcNsqEx0BjjQ', '7hJcb9fa4alzcOq3EaNPoG', '3g0DbKEHTFujAco7WbHtc3', '3ICyfoySNDZqtBVmaBT84I', '2JQBQCsZW4fQ8gKnXfJfux']","['hip hop', 'rap', 'soul', 'classic soul', 'p funk', 'motown', 'funk', 'g funk', 'pop rap', 'gangster rap', 'west coast rap']",Low Rider (2livemafia Remix),"Klypso, Snoop Dogg, Doggface, War, 2livemafia","Klypso, Snoop Dogg, Doggface, War - Low Rider (2livemafia Remix).mp3"
0.762,0.869,11,-5.203,0,0.106,7.29e-05,0.00899,0.337,0.485,125.978,4,37QX8KdezCW8kMqe7z5CdT,"['6mmSS7itNWKbapgG2eZbIg', '3534yWWzmxx8NbKVoNolsK']","['progressive electro house', 'house', 'bassline', 'edm', 'complextro', 'electro house']",REWiND - Wolfgang Gartner Remix,"Knock2, Wolfgang Gartner",Knock2 - REWiND - Wolfgang Gartner Remix.mp3
0.753,0.482,2,-6.516,1,0.0503,0.0263,0.000444,0.123,0.647,140.012,4,42HvLjlvDP59aAKW75Xjhj,"['6Vw4k1mznvSYROrxQuTX93', '10l2uZyQxhUqUeEtjg7M5M']",[],Looking Pretty,"Kyoto Black, TetraTara","Kyoto Black, TetraTara - Looking Pretty.mp3"
0.693,0.619,11,-7.824,0,0.0462,0.385,0.136,0.224,0.45,114.926,4,6r7B52U7LeAfH3AXcSC8C7,['3vkcJL0rXaCK63ef9gMzbf'],"['taiwan pop', 'chinese r&b']",Real World,L8ching,L8ching - Real World.mp3
0.635,0.867,6,-3.735,0,0.0724,0.115,0.0053,0.199,0.497,159.939,4,3fknljyD8JwCQgxLfxfC06,['4R6u30PMOLbNNTuR0Jl7x8'],['downtempo bass'],Space Dog,Laika Beats,Laika Beats - Space Dog.mp3
0.566,0.787,9,-9.22,0,0.0296,0.00278,0.266,0.0757,0.202,123.043,4,7nCAu238QaP94r6IAENLNP,"['27gtK7m9vYwCyJ04zz0kIb', '7KplcRAeeymaXY0iqrrbjo', '1Zz6NBe8UIZjm88TvehFtx']","['nu disco', 'gauze pop', 'house', 'uk dance', 'progressive house', 'melodic house']",I'll Wait - Le Youth Remix,"Lane 8, Channy Leaneagh, Le Youth","Lane 8, Channy Leaneagh - I'll Wait - Le Youth Remix.mp3"
