danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_id,artist_ids,genre_list,track_name,artist_names,filename
0.809,0.904,4,-6.46,0,0.0747,0.0523,0.547,0.0802,0.201,125.002,4,5D59kJUcYmJPLDcx0Co2ol,['1bJJlRHoc1UVeqzxcrPLIw'],['la pop'],Designs for You,Phantoms,Phantoms - Designs for You.mp3
0.68,0.701,9,-8.158,0,0.0443,0.004,0.874,0.0985,0.754,109.023,4,7gI0lcz9cfzVN0jPYTjP3e,['1bJJlRHoc1UVeqzxcrPLIw'],['la pop'],Do It Again,Phantoms,Phantoms - Do It Again.mp3
0.745,0.8,11,-5.606,0,0.0361,0.0209,0.000479,0.113,0.314,122.008,4,4nx4h17pRj1ikT0hZecR8z,"['1bJJlRHoc1UVeqzxcrPLIw', '2y9j8qUwBMGPYPQJJxmYzD']","['la pop', 'alt z']",Say It,"Phantoms, Anna Clendening","Phantoms, Anna Clendening - Say It.mp3"
0.574,0.922,6,-6.309,1,0.042,0.0151,0.453,0.0835,0.705,126.002,4,1MPfyPFjBE0e9GGWImKlXf,"['1bJJlRHoc1UVeqzxcrPLIw', '0AkL5tzM3UsDlWak9E0OwH']","['la pop', 'neo-singer-songwriter']",Lay It All On Me,"Phantoms, Jem Cooke","Phantoms, Jem Cooke - Lay It All On Me.mp3"
0.751,0.663,0,-6.373,0,0.0429,0.272,0.00607,0.111,0.423,125.953,4,0nXkI0UArAYTYklIiurfhj,"['1bJJlRHoc1UVeqzxcrPLIw', '5nQybVOGIy5TZ1XK9CaDiS']","['la pop', 'uk pop', 'isle of wight indie']",Moonlight,"Phantoms, Sarah Close","Phantoms, Sarah Close - Moonlight.mp3"
0.946,0.698,7,-4.762,1,0.136,0.0183,0.902,0.211,0.825,124.018,4,5ADOq3ZORUPspXasfkZvfp,['3g5Lhsq7cSJEK39BzKgIUe'],['bass house'],Keepmastik,Phlegmatic Dogs,Phlegmatic Dogs - Keepmastik.mp3
0.783,0.501,0,-5.716,0,0.299,0.699,0.026,0.109,0.68,93.112,4,4hYquq1GkD528TZhacrgn9,"['1rQItbnVgtRiJkTxHRBUc0', '4E4S0YNpOiCwsoaMxYKH6z']",['future bass'],Polkadot,"Player Dave, REXEX","Player Dave, REXEX - Polkadot.mp3"
0.351,0.855,1,-4.965,1,0.212,0.0194,0.0,0.182,0.495,127.949,4,3cnjyKtLaVD823tvE1OKr2,['3dz0NnIZhtKKeXZxLOxCam'],"['progressive electro house', 'edm', 'complextro', 'pop dance', 'electro house']",Get Your Wish - DJ NOT PORTER ROBINSON Remix,Porter Robinson,Porter Robinson - Get Your Wish - DJ NOT PORTER ROBINSON Remix.mp3
0.455,0.373,10,-12.854,1,0.0325,0.77,0.0443,0.0682,0.375,100.74,4,70gDh9HAjzlRjEyrlR3y9d,['3dz0NnIZhtKKeXZxLOxCam'],"['progressive electro house', 'edm', 'complextro', 'pop dance', 'electro house']",Lifelike,Porter Robinson,Porter Robinson - Lifelike.mp3
0.55,0.648,7,-6.542,1,0.0309,0.0191,0.0,0.0999,0.323,156.957,4,3WBRfkOozHEsG0hbrBzwlm,"['3dz0NnIZhtKKeXZxLOxCam', '47mIJdHORyRerp4os813jD']","['progressive electro house', 'video game music', 'speedrun', 'edm', 'complextro', 'pop dance', 'electro house']",Everything Goes On,"Porter Robinson, League of Legends","Porter Robinson, League of Legends - Everything Goes On.mp3"
0.177,0.531,10,-6.814,1,0.0387,0.0201,4.99e-05,0.0996,0.097,84.289,5,36kCSJg8ZBwiSCUECFKGUy,"['3dz0NnIZhtKKeXZxLOxCam', '0g3NiCRhEv7M4SEDMrpItN']","['progressive electro house', 'nu disco', 'future garage', 'indietronica', 'electronica', 'alternative dance', 'oxford indie', 'edm', 'complextro', 'pop dance', 'electro house']",Unfold,"Porter Robinson, Totally Enormous Extinct Dinosaurs","Porter Robinson, Totally Enormous Extinct Dinosaurs - Unfold.mp3"
0.813,0.797,9,-5.838,0,0.0587,0.025,0.871,0.0758,0.647,127.999,4,4zMQdj6ozXFT4KeSZctlkv,"['3KOzW9NF2ZGwYRo0KfID1R', '6EqFMCnVGBRNmwPlk2f3Uc']","['fidget house', 'bass house', 'brostep', 'russian electronic', 'electro trash', 'electro house']",Magic Word,"Proxy, AC Slater","Proxy, AC Slater - Magic Word.mp3"
0.87,0.835,0,-6.031,1,0.0956,0.159,0.000102,0.062,0.82,128.029,4,5bceumJnptJewPRfZ3zu1U,"['5SUcV9zgkgubuNxk4MIppv', '5fhBBnv3NPDhpCEcEtVtrc']",[],Frog,"Ren Carter, Liv Grace","Ren Carter, Liv Grace - Frog.mp3"
0.612,0.525,7,-7.556,1,0.042,0.0998,0.453,0.0756,0.362,219.883,4,396RhtbZTqEhOPwBBGVvfN,"['4aKdmOXdUKX07HVd3sGgzw', '714O3xvBNiclo82vxBn8Bf']","['canadian electronic', 'electra', 'brostep', 'vapor twitch', 'future bass', 'edm', 'electro house']",Fourth Impact,"Rezz, k?d","Rezz, kd - Fourth Impact.mp3"
0.786,0.727,2,-2.623,1,0.0459,0.0103,0.824,0.343,0.261,99.985,1,2Tx6KCoq9jdoRbcAg1NZ3f,"['4aKdmOXdUKX07HVd3sGgzw', '5JD5mJBIRz9pisqHn7SM7W']","['canadian electronic', 'electra', 'brostep', 'edm', 'electro house']",Teleportal,"Rezz, Kotek","Rezz, Kotek - Teleportal.mp3"
0.72,0.559,2,-4.402,1,0.0381,0.00765,0.746,0.0891,0.128,104.994,4,2IO7Kpqh1ZNCHedMvJd8Ad,"['4aKdmOXdUKX07HVd3sGgzw', '7w1eTNePApzDk8XtgykCPS']","['house', 'bass house', 'canadian electronic', 'electra', 'brostep', 'edm', 'electro house', 'electronic trap']",Criminals,"Rezz, Malaa","Rezz, Malaa - Criminals.mp3"
0.644,0.864,2,-4.488,0,0.0722,0.665,0.754,0.109,0.188,125.935,4,3UFh4oiI9cr4jkOZ9tYR5P,['0Hh9X3QxTHPE2dlAS1g8IN'],"['vapor twitch', 'future bass']",Beam,Rome in Silver,Rome in Silver - Beam.mp3
0.812,0.824,2,-4.204,1,0.0563,0.0435,0.635,0.0334,0.67,125.038,4,6ZQkUkT1GlvHxM9bSAFs5a,['0Hh9X3QxTHPE2dlAS1g8IN'],"['vapor twitch', 'future bass']",Cicero,Rome in Silver,Rome in Silver - Cicero.mp3
0.925,0.796,9,-3.862,1,0.071,0.0268,0.537,0.366,0.357,124.003,4,60GQWonONfgADHxYL6zudO,['0Hh9X3QxTHPE2dlAS1g8IN'],"['vapor twitch', 'future bass']",Fill Up My Soul,Rome in Silver,Rome in Silver - Fill Up My Soul.mp3
0.752,0.752,7,-5.077,1,0.0383,0.309,0.719,0.0964,0.213,100.028,4,0WW8gTjIQdynk5r0hlv2xf,['0Hh9X3QxTHPE2dlAS1g8IN'],"['vapor twitch', 'future bass']",Fool,Rome in Silver,Rome in Silver - Fool.mp3
0.805,0.986,1,-2.831,1,0.0658,0.00953,0.761,0.601,0.722,125.012,4,74dbOFYMzjLcDu2Rtmpx5s,['0Hh9X3QxTHPE2dlAS1g8IN'],"['vapor twitch', 'future bass']",Inferno,Rome in Silver,Rome in Silver - Inferno.mp3
0.622,0.759,10,-5.198,0,0.312,0.0167,0.521,0.0905,0.533,127.52,3,638cjY4uRBt5sR0MMSh730,['0Hh9X3QxTHPE2dlAS1g8IN'],"['vapor twitch', 'future bass']",Tempest,Rome in Silver,Rome in Silver - Tempest.mp3
0.461,0.741,11,-5.781,0,0.0922,0.3,0.23,0.0742,0.315,90.037,4,5OSRKuDKgPm7p4fgfnx6q3,['0Hh9X3QxTHPE2dlAS1g8IN'],"['vapor twitch', 'future bass']",Think About It,Rome in Silver,Rome in Silver - Think About It.mp3
0.754,0.758,5,-5.539,0,0.0391,0.00838,0.479,0.0655,0.605,124.966,4,7pcCYQZRWOW7bGmgdzBQMB,['0Hh9X3QxTHPE2dlAS1g8IN'],"['vapor twitch', 'future bass']",Touch,Rome in Silver,Rome in Silver - Touch.mp3
0.657,0.944,4,-4.539,0,0.038,0.175,0.537,0.178,0.271,134.984,3,1wnnz0A3ycL2Sv01xwJm4X,['0Hh9X3QxTHPE2dlAS1g8IN'],"['vapor twitch', 'future bass']",Waiting...,Rome in Silver,Rome in Silver - Waiting....mp3
0.908,0.487,1,-6.084,1,0.265,0.221,0.14,0.0952,0.44,113.014,4,23seYuIaTdeeKrepWMDgOw,['0Hh9X3QxTHPE2dlAS1g8IN'],"['vapor twitch', 'future bass']",Yoko,Rome in Silver,Rome in Silver - Yoko.mp3
0.593,0.769,10,-6.213,1,0.221,0.086,0.277,0.0673,0.331,121.972,4,7EKcTN0HFIG4QG8x6VlIKF,['0Hh9X3QxTHPE2dlAS1g8IN'],"['vapor twitch', 'future bass']",You Don't Know (what it's like),Rome in Silver,Rome in Silver - You Don't Know (what it's like).mp3
0.784,0.644,7,-5.336,1,0.144,0.236,0.0,0.0915,0.461,104.937,4,5klCgL2An8milAMP12aORh,"['0Hh9X3QxTHPE2dlAS1g8IN', '04bDQYNj7Aos39p2b1Vm31']","['vapor twitch', 'future bass']",Friends,"Rome in Silver, chae","Rome in Silver, chae - Friends.mp3"
0.311,0.607,1,-6.578,1,0.11,0.0174,0.0,0.131,0.286,188.7,4,2pn8dNVSpYnAtlKFC8Q0DJ,['3eVa5w3URK5duf6eyVDbu9'],['k-pop'],On The Ground,ROSÉ,ROSÉ - On The Ground.mp3
0.69,0.839,2,-5.109,0,0.042,0.038,0.42,0.0673,0.661,121.999,4,2Xy7vD3rzZojXUYNtcrC3z,"['6kG0WKHsAOfWp5IsizmQxR', '4tk2WUKBOS9nKZj7bPQIXT', '1bJJlRHoc1UVeqzxcrPLIw']","['la pop', 'nz electronic', 'nz pop']",Enchanté - Phantoms Remix,"SACHI, Naïka, Phantoms","SACHI, Naïka - Enchanté - Phantoms Remix.mp3"
0.83,0.866,2,-3.591,1,0.0431,0.00441,0.824,0.0861,0.194,126.018,4,3qYOKqm5TiRw6Tzl7dtWjV,['0oad1RRAiN1UpaOWbIB0EW'],"['dark clubbing', 'game mood']",Howl,Saint Punk,Saint Punk - Howl.mp3
0.783,0.995,11,-2.531,0,0.172,0.0299,0.837,0.138,0.498,125.963,4,3eVkKWTdFnxP9fuqHIMTE1,['0oad1RRAiN1UpaOWbIB0EW'],"['dark clubbing', 'game mood']",MAD,Saint Punk,Saint Punk - MAD.mp3
0.815,0.943,9,-1.724,1,0.098,0.0256,0.0112,0.292,0.472,124.98,4,4oevshTkafh1sUhdKwmO6C,['0oad1RRAiN1UpaOWbIB0EW'],"['dark clubbing', 'game mood']",Menace,Saint Punk,Saint Punk - Menace.mp3
0.746,0.974,8,-2.416,0,0.149,0.00534,0.00592,0.309,0.402,125.032,4,7pAC4ebO3MVIMAROkUrEyN,"['0oad1RRAiN1UpaOWbIB0EW', '3PWqmi75Me1dx8XQNCRrBX']","['dark clubbing', 'game mood']",911,"Saint Punk, J","Saint Punk, J - 911.mp3"
0.762,0.748,10,-7.837,0,0.147,0.0713,0.103,0.101,0.408,130.022,4,5oPYBpH5bQu9Rhzypi7X82,['1np8xozf7ATJZDi9JX8Dx5'],['ukg revival'],Jennifer - Extended,salute,salute - Jennifer - Extended.mp3
0.645,0.73,0,-6.209,1,0.0287,0.00314,3.66e-05,0.211,0.777,132.007,4,3tMrAHdhYOCRSXsu3xLTmn,"['1Uk1GyijF6fSfX4mWq5bfR', '4yYvor6Rq4fG82J1L47DYp']","['bedroom pop', 'indie pop']",Minnesota - MICHELLE Remix,"Samia, MICHELLE",Samia - Minnesota - MICHELLE Remix.mp3
0.557,0.755,4,-7.831,1,0.0805,0.12,4.71e-06,0.0588,0.295,115.03,4,7nHVIw8JKCs2bDDYh3VpWG,['34A8vV1MCxGpA14KspqQuC'],['gen z singer-songwriter'],Cypress,Sarah Kinsley,Sarah Kinsley - Cypress.mp3
0.8,0.862,5,-4.373,0,0.068,0.000286,0.843,0.0516,0.405,125.97,4,5cG2xC4qPmUTerZdWupWNi,['1ic0FHNGIjXZAWH6O6Reif'],['stutter house'],Need It,Ship Wrek,Ship Wrek - Need It.mp3
0.79,0.84,2,-4.637,1,0.0609,0.0025,0.422,0.0783,0.627,126.001,4,5MvvEKnfgMVLLBkzsgStpD,['1ic0FHNGIjXZAWH6O6Reif'],['stutter house'],Silent,Ship Wrek,Ship Wrek - Silent.mp3
0.775,0.96,1,-7.282,0,0.0618,0.00462,0.648,0.103,0.589,127.028,4,34fXpiwE0KrGzirOItUh9m,['1ic0FHNGIjXZAWH6O6Reif'],['stutter house'],The Function,Ship Wrek,Ship Wrek - The Function.mp3
0.516,0.908,8,-3.312,1,0.0372,0.000502,1.62e-05,0.198,0.23,87.508,4,5dzHlLBWdxdQySpvZLHcu9,['01pKrlgPJhm5dB4lneYAqS'],"['pop dance', 'dancefloor dnb', 'uk dance']",Nobody To Love,Sigma,Sigma - Nobody To Love.mp3
0.81,0.836,1,-7.721,0,0.0645,0.0515,0.229,0.0598,0.0585,139.979,4,74fmYjFwt9CqEFAh8ybeBD,"['5he5w2lnU9x7JFhnwcekXX', '4oLeXFyACqeem2VImYeBFe', '07CimrZi5vs9iEao47TNQ4']","['house', 'stutter house', 'grime', 'brostep', 'edm', 'complextro', 'electro', 'pop dance']",Rumble,"Skrillex, Fred again.., Flowdan","Skrillex, Fred again.., Flowdan - Rumble.mp3"
0.71,0.838,8,-3.067,1,0.11,0.013,0.000417,0.297,0.394,122.993,4,2kURE6wOW7HoWaTIOa2NDF,"['2FwJwEswyIUAljqgjNSHgP', '0bdfiayQAKewqEvaU6rXCv', '6mPZJXtFVaakznkRxdgWtC']","['electropop', 'pop dance', 'danish pop', 'dance pop', 'uk dance']",Don't Leave - Throttle Remix,"Snakehips, MØ, Throttle","Snakehips, MØ - Don't Leave - Throttle Remix.mp3"
0.858,0.943,1,-4.358,1,0.0663,0.000759,0.389,0.11,0.716,125.988,4,0C3Y9kst8c4UmLzomWeTTw,['46z8E62fwg6cqxCLNB1FrI'],"['tech house', 'bassline', 'bass house']",Big Ting Vibe,SQWAD,SQWAD - Big Ting Vibe.mp3
0.819,0.849,0,-6.706,1,0.0726,0.00684,0.0768,0.12,0.645,127.0,4,0LVOxIv7HB4y9llCuUUObS,['46z8E62fwg6cqxCLNB1FrI'],"['tech house', 'bassline', 'bass house']",Dancerteria,SQWAD,SQWAD - Dancerteria.mp3
0.805,0.916,1,-7.161,1,0.148,0.00085,0.863,0.0498,0.0497,127.001,4,3ly7EyAG3qv3wlGBAf7gIF,['46z8E62fwg6cqxCLNB1FrI'],"['tech house', 'bassline', 'bass house']",Everybody,SQWAD,SQWAD - Everybody.mp3
0.859,0.869,7,-6.486,1,0.0651,0.00078,0.361,0.0668,0.853,125.028,4,71Zqt5NLiqVnAayCzY3C3Y,"['46z8E62fwg6cqxCLNB1FrI', '4zE0NW3CyaxTBIulekUFMD', '1YYJxpOXYk1z1WtqdeLMkn']","['tech house', 'bassline', 'bass house', 'dubstep', 'gaming dubstep', 'complextro', 'filthstep', 'electro house', 'electronic trap']",Move,"SQWAD, Badjokes, Habstrakt","SQWAD, Badjokes, Habstrakt - Move.mp3"
0.705,0.863,5,-2.92,0,0.0391,0.0105,0.227,0.137,0.311,124.068,4,2iYkWj6QZqp8yOOHcEhnGd,['523iXWyHL26prJR3GKjRhx'],[],Dozing Off Again... - House Edit,Starjunk 95,Starjunk 95 - Dozing Off Again... - House Edit.mp3
0.77,0.903,11,-3.931,1,0.0414,0.00864,0.376,0.154,0.314,124.015,4,0nzxHXi11ZQrZEuUQEdU87,['523iXWyHL26prJR3GKjRhx'],[],Dreamfields,Starjunk 95,Starjunk 95 - Dreamfields.mp3
0.8,0.892,1,-6.379,1,0.048,0.0282,0.225,0.377,0.228,124.989,4,07IcdBIkR49qDS5eUn45Dv,['523iXWyHL26prJR3GKjRhx'],[],Stardust Circuit,Starjunk 95,Starjunk 95 - Stardust Circuit.mp3
0.628,0.9,5,-4.353,0,0.427,0.211,0.0118,0.114,0.223,145.08,4,6hLxgEL3b6ROSWRxUrx47F,['2a8ez0A2owcYhFki9860sm'],"['vapor twitch', 'future bass']",Bloom,sumthin sumthin,sumthin sumthin - Bloom.mp3
0.842,0.561,9,-5.612,1,0.346,0.0695,0.00727,0.054,0.489,113.184,5,1sapkOtIyfmZTwiQeXHOQb,['2a8ez0A2owcYhFki9860sm'],"['vapor twitch', 'future bass']",Cut That,sumthin sumthin,sumthin sumthin - Cut That.mp3
0.695,0.566,8,-5.931,1,0.0597,0.012,0.0111,0.0809,0.105,140.078,4,6NhvQG9YX4g5EuKqlL6zF4,['2a8ez0A2owcYhFki9860sm'],"['vapor twitch', 'future bass']",Ghost,sumthin sumthin,sumthin sumthin - Ghost.mp3
0.756,0.498,0,-7.212,1,0.211,0.014,0.923,0.108,0.387,160.051,4,79OYtvVOyMatnjFcwd73KI,['2a8ez0A2owcYhFki9860sm'],"['vapor twitch', 'future bass']",Gryme,sumthin sumthin,sumthin sumthin - Gryme.mp3
0.833,0.364,1,-7.515,0,0.14,0.0403,0.567,0.313,0.0938,106.778,4,4jnKKSidsD6llLQhauro0N,['2a8ez0A2owcYhFki9860sm'],"['vapor twitch', 'future bass']",Vivid,sumthin sumthin,sumthin sumthin - Vivid.mp3
0.646,0.693,11,-7.505,0,0.0651,0.0213,0.506,0.126,0.321,130.063,4,5rFRdSHV7GQyu2kNjyXRgE,"['2a8ez0A2owcYhFki9860sm', '1496XxkytEk26FUJLfpVZr']","['electra', 'vapor twitch', 'future bass', 'glitch hop', 'downtempo bass']",Salt,"sumthin sumthin, CloZee","sumthin sumthin, CloZee - Salt.mp3"
0.557,0.511,10,-4.908,0,0.0692,0.00275,0.147,0.252,0.184,172.071,4,0mD8lQozlXUYdDcHFr8C59,"['2a8ez0A2owcYhFki9860sm', '78JjBYPpCRwGwaZff4qQrv']","['halftime dnb', 'vapor twitch', 'future bass']",Damage,"sumthin sumthin, Saka","sumthin sumthin, Saka - Damage.mp3"
0.682,0.9,5,-1.906,1,0.0491,0.0111,0.642,0.121,0.54,123.432,4,11YZz3OSf3QukO7CHSkVvT,['5zFMLXUnqxwdgTpLCX9LDj'],['vapor soul'],Here with You,Super Duper,Super Duper - Here with You.mp3
0.89,0.477,2,-5.876,1,0.056,0.0122,0.746,0.0812,0.531,125.987,4,3qLLNBpWO3XMmlpMc5bS0q,['4QWmN97HRZya55JvxN3I5a'],"['doujin', 'bass house']",Through Glass,Taiki Nulight,Taiki Nulight - Through Glass.mp3
0.827,0.773,2,-7.055,1,0.0513,0.000627,0.458,0.0587,0.345,128.0,4,7ckBAzy6ZE8FF3u4YcX7Q2,"['4QWmN97HRZya55JvxN3I5a', '2U5JmM5bTJuARrzQYnDAKn']","['bassline', 'doujin', 'bass house']",Soundwave,"Taiki Nulight, Dread MC","Taiki Nulight, Dread MC - Soundwave.mp3"
0.89,0.885,11,-4.44,0,0.0751,0.00655,0.195,0.292,0.537,125.023,4,3ehnUlsh4gPBmORuJkOiPd,"['4QWmN97HRZya55JvxN3I5a', '1kk6o5FDlujcgz2d2iFXKy']","['deep groove house', 'australian house', 'doujin', 'bass house']",Dr Sbaitso,"Taiki Nulight, LO'99","Taiki Nulight, LO'99 - Dr Sbaitso.mp3"
0.813,0.543,1,-9.512,1,0.0499,0.00163,0.0262,0.326,0.876,113.998,4,6OZEWmc80WHiWZ1YVcWhcZ,"['5INjqkS1o8h1imAzPqGZBb', '4T6l995AHz8HCY7TCfQorD']","['australian psych', 'rock', 'modern rock', 'neo-psychedelic']",Patience - Maurice Fulton Remix,"Tame Impala, Maurice Fulton",Tame Impala - Patience - Maurice Fulton Remix.mp3
0.822,0.771,5,-4.884,0,0.168,0.00187,0.0738,0.295,0.312,126.004,4,6lgBkcpImsGfzpJmTAGigQ,"['1KpCi9BOfviCVhmpI4G2sY', '5kPhAZL6iV8iDywUmIPC3g']","['future house', 'house', 'deep groove house', 'chinese electronic', 'progressive house', 'edm', 'pop dance', 'electro house']",Adieu (Chace Remix),"Tchami, Chace",Tchami - Adieu (Chace Remix).mp3
0.795,0.826,9,-4.407,1,0.0639,0.00151,0.671,0.0915,0.192,123.982,4,0DCFw6EL8ogVYGlAHetO9k,"['1KpCi9BOfviCVhmpI4G2sY', '4QWmN97HRZya55JvxN3I5a']","['future house', 'house', 'bass house', 'deep groove house', 'progressive house', 'edm', 'doujin', 'pop dance', 'electro house']",Godspell,"Tchami, Taiki Nulight",Tchami - Godspell (feat. Taiki Nulight).mp3
0.804,0.681,11,-10.055,1,0.0855,4.61e-05,0.847,0.0388,0.808,124.996,4,22E507CZ9vsCnhfj2LSYIs,"['1KpCi9BOfviCVhmpI4G2sY', '5ASWBtbVe1yfxjrCuREQ4p']","['progressive electro house', 'future house', 'house', 'dutch house', 'deep groove house', 'progressive house', 'sky room', 'edm', 'pop dance', 'melbourne bounce', 'electro house']",Omega,"Tchami, Ibranovski",Tchami - Omega (feat. Ibranovski).mp3
0.747,0.898,8,-5.206,0,0.221,0.0302,0.0321,0.0897,0.479,126.049,4,1ykuuJCnLBtJ0XBFgL8DCe,['1KpCi9BOfviCVhmpI4G2sY'],"['future house', 'house', 'deep groove house', 'progressive house', 'edm', 'pop dance', 'electro house']",Rainforest,Tchami,Tchami - Rainforest.mp3
0.805,0.84,1,-4.527,1,0.102,0.00172,0.52,0.0751,0.411,126.019,4,7po5x6slgBtianHosm3USx,['1KpCi9BOfviCVhmpI4G2sY'],"['future house', 'house', 'deep groove house', 'progressive house', 'edm', 'pop dance', 'electro house']",SIAW,Tchami,Tchami - SIAW.mp3
0.719,0.72,11,-4.799,1,0.049,0.00283,0.00698,0.0962,0.628,122.015,4,67wOrrhEBS2jY5jn4P8lV8,"['1KpCi9BOfviCVhmpI4G2sY', '4E7AV8mtElSjHZP3xA9kyU']","['future house', 'house', 'deep groove house', 'progressive house', 'neo soul', 'pop r&b', 'edm', 'pop dance', 'electro house']",World To Me,"Tchami, Luke James",Tchami - World To Me (feat. Luke James).mp3
0.729,0.846,4,-5.496,0,0.0364,0.0275,0.568,0.105,0.126,116.995,4,71T4dBPd96SJmZXGY3m78C,['1KpCi9BOfviCVhmpI4G2sY'],"['future house', 'house', 'deep groove house', 'progressive house', 'edm', 'pop dance', 'electro house']",Zeal,Tchami,Tchami - Zeal.mp3
0.685,0.805,4,-5.618,0,0.0707,0.0021,0.747,0.296,0.331,128.035,4,4kZrwBAUpHlK2QAsiVyOFt,"['1KpCi9BOfviCVhmpI4G2sY', '3IHsD0sttucHrX8b32Vcab', '0znYdSCG2n7myCQ8BRsJqL']","['future house', 'house', 'bass house', 'deep groove house', 'progressive house', 'edm', 'pop dance', 'electro house']",My Place,"Tchami, BROHUG, Reece","Tchami, BROHUG - My Place (feat. Reece).mp3"
0.917,0.633,11,-9.622,0,0.155,0.00994,0.875,0.35,0.807,124.007,4,485HVGVom0y91pnOlpZ2ij,"['1KpCi9BOfviCVhmpI4G2sY', '7w1eTNePApzDk8XtgykCPS', '7LJSAfWhO7jhjnewy6pKyZ']","['future house', 'house', 'fidget house', 'tech house', 'bass house', 'deep groove house', 'brostep', 'progressive house', 'edm', 'pop dance', 'electro house', 'electronic trap']",Prophecy (Kyle Watson Remix),"Tchami, Malaa, Kyle Watson","Tchami, Malaa - Prophecy (Kyle Watson Remix).mp3"
0.765,0.824,2,-1.957,1,0.0487,0.0052,0.775,0.0627,0.235,125.006,4,7FhXCOpzJHQ9k59YB8SAM0,"['1KpCi9BOfviCVhmpI4G2sY', '7w1eTNePApzDk8XtgykCPS']","['future house', 'house', 'bass house', 'deep groove house', 'brostep', 'progressive house', 'edm', 'pop dance', 'electro house', 'electronic trap']",Prophecy,"Tchami, Malaa","Tchami, Malaa - Prophecy.mp3"
0.856,0.802,2,-5.169,1,0.152,0.0129,0.0016,0.295,0.461,126.013,4,6eDIBLFq4zODwM6ccThdOb,"['7IIPt2aOjyLjpwsRGXsj7h', '4F61H4lx1js4wtWfb2Rfnt']","['bossbeat', 'pop edm']",Pineapple Piñata - Party Pupils Remix,"Teddi Gold, Party Pupils",Teddi Gold - Pineapple Piñata - Party Pupils Remix.mp3
0.789,0.924,11,-4.821,1,0.14,0.048,0.00018,0.174,0.434,123.114,4,5LM3orSuNodBQS8c5HY9JH,"['2AmfMGi3WZMxqFDHissIAe', '2FwJwEswyIUAljqgjNSHgP']","['uk pop', 'indie poptimism', 'uk dance', 'alt z', 'electropop', 'indie pop']",Daydream - Snakehips Remix,"The Aces, Snakehips",The Aces - Daydream - Snakehips Remix.mp3
0.78,0.984,9,-3.46,0,0.124,0.0369,0.0116,0.176,0.565,124.941,4,6Xshz1Cjgiux8HfEuJZHSk,['0hYtrPQ05Qu1N5r0QcpoDp'],[],BAPPI,The Deep,The Deep - BAPPI.mp3
0.684,0.894,2,-4.101,1,0.105,0.00479,0.0473,0.0771,0.584,163.978,4,2OnJ5vfbFGNIOvBWudGTaf,"['5czcqWtwZb5btfWWvWTmgZ', '6mcEXkX1gFc4kttIF6JKb5', '1wYOGoKwFM8sRryvmRf206']","['glitch hop', 'indie poptimism', 'jam band', 'lawrence ks indie']",Denim,"The Floozies, Gibbz, MZG","The Floozies, Gibbz, MZG - Denim.mp3"
0.832,0.618,7,-9.844,1,0.0573,0.014,0.0338,0.102,0.791,117.979,4,32CURc5d1ItzN2U46ywFb9,"['5czcqWtwZb5btfWWvWTmgZ', '3cj6O7NrjS5l0CVo8LhpV1']","['glitch hop', 'bass house', 'jam band', 'lawrence ks indie']",Hot Guy Alert,"The Floozies, The Sponges","The Floozies, The Sponges - Hot Guy Alert.mp3"
0.679,0.931,2,-3.424,1,0.0578,0.000235,0.387,0.0521,0.349,124.009,4,20FgqlI9ANzgmlUquJrsuw,"['5xwd7lKJeb2opUvYZnXFut', '79OsU8JudFdMQxQTnyOJcF', '3wRQD6UZWlaWEnbgpIEPPX', '5Ad8YPmqQf2tay2SZ8NxWY']","['canadian electronic', 'glitch hop', 'electro house', 'bass house']",Warn Ya - Cazztek Remix,"The Funk Hunters, Defunk, Cazztek, Akylla","The Funk Hunters, Defunk, Akylla - Warn Ya - Cazztek Remix.mp3"
0.717,0.762,4,-7.089,1,0.0734,0.0258,0.0413,0.299,0.387,123.037,4,2nuQAULY22Sm8s4LsALj84,"['2x7EATekOPhFGRx3syMGEC', '4QFHHdZkeqmneDQqKIjAN8']","['la pop', 'nu disco', 'indie poptimism', 'alternative dance']",Bang Bang,"The Knocks, Donna Missal",The Knocks - Bang Bang (feat. Donna Missal).mp3
0.651,0.786,9,-3.725,1,0.0761,0.0035,6.99e-05,0.179,0.414,109.019,4,4XP2xY8tUYed1cceuh24Q8,"['2x7EATekOPhFGRx3syMGEC', '7avo0PmlW8O1YLEt9DnWQT']","['nu disco', 'indie poptimism', 'alternative dance']",Bedroom Eyes,"The Knocks, Studio Killers",The Knocks - Bedroom Eyes (feat. Studio Killers).mp3
0.616,0.854,4,-6.892,0,0.0356,0.000307,0.748,0.131,0.566,124.008,4,7LsAMq97fppoHHo4QNNCyl,['2x7EATekOPhFGRx3syMGEC'],"['nu disco', 'indie poptimism', 'alternative dance']",Dancing With The DJ,The Knocks,The Knocks - Dancing With The DJ.mp3
0.667,0.904,0,-4.538,1,0.122,0.0796,0.00291,0.308,0.651,116.008,4,3gYSqxntZtlR4com7pDv9f,"['2x7EATekOPhFGRx3syMGEC', '7FU0xCgmSYQEiBeevUqQ4S']","['nu disco', 'nyc pop', 'indie poptimism', 'alternative dance']",Gimme Love,"The Knocks, Yoke Lore",The Knocks - Gimme Love (feat. Yoke Lore).mp3
